epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.021717,0.013627,0.080898,0.146193,0.006520,0.002179,0.043416,0.131682
1,0.016083,0.010274,0.058096,0.155163,0.005958,0.001913,0.040450,0.131918
2,0.015872,0.010121,0.057515,0.157867,0.005712,0.001691,0.040214,0.134662
3,0.015638,0.010087,0.055510,0.158723,0.005618,0.001668,0.039501,0.133946
4,0.015591,0.010058,0.055322,0.159941,0.005356,0.001594,0.037620,0.136734
5,0.015434,0.010050,0.053840,0.163294,0.005420,0.001731,0.036889,0.139724
6,0.015435,0.010019,0.054161,0.166877,0.005246,0.001599,0.036469,0.142426
7,0.015286,0.010034,0.052518,0.167047,0.005077,0.001558,0.035192,0.144136
8,0.015192,0.010018,0.051736,0.169974,0.005199,0.001635,0.035636,0.146669
9,0.015085,0.010017,0.050681,0.172038,0.004910,0.001500,0.034092,0.148977
10,0.015012,0.010006,0.050057,0.174354,0.004987,0.001584,0.034022,0.150628
11,0.015037,0.010013,0.050239,0.176391,0.004931,0.001562,0.033687,0.152182
12,0.014999,0.010003,0.049961,0.177846,0.005035,0.001648,0.033874,0.153774
