epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.450348,0.450348,1.000000,0.442899,0.442899,0.000000,0.000000,0.649675,0.443163
1,0.426175,0.426175,1.000000,0.433695,0.433695,0.000000,0.000000,0.640959,0.433691
2,0.417818,0.417818,1.000000,0.428602,0.428602,0.000000,0.000000,0.637902,0.428400
3,0.412146,0.412146,1.000000,0.424944,0.424944,0.000000,0.000000,0.633849,0.425131
4,0.408118,0.408118,1.000000,0.422123,0.422123,0.000000,0.000000,0.632494,0.422794
5,0.405033,0.405033,1.000000,0.423178,0.423178,0.000000,0.000000,0.633518,0.423540
6,0.402487,0.402487,1.000000,0.421497,0.421497,0.000000,0.000000,0.631507,0.421667
7,0.400456,0.400456,1.000000,0.419870,0.419870,0.000000,0.000000,0.628015,0.419579
8,0.398858,0.398858,1.000000,0.419944,0.419944,0.000000,0.000000,0.629365,0.420067
9,0.397410,0.397410,1.000000,0.418537,0.418537,0.000000,0.000000,0.627603,0.418861
10,0.396098,0.396098,1.000000,0.419735,0.419735,0.000000,0.000000,0.628657,0.419494
11,0.395065,0.395065,1.000000,0.420274,0.420274,0.000000,0.000000,0.631298,0.420409
12,0.394069,0.394069,1.000000,0.419463,0.419463,0.000000,0.000000,0.627927,0.418989
