epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.538566,0.538566,0.464176,0.300262,0.300262,0.400683
1,0.415066,0.415066,0.392908,0.280978,0.280978,0.382161
2,0.403141,0.403141,0.388321,0.321695,0.321695,0.417745
3,0.385451,0.385451,0.379531,0.263908,0.263908,0.371853
4,0.374018,0.374018,0.375389,0.305661,0.305661,0.403046
5,0.365841,0.365841,0.377130,0.335884,0.335884,0.417245
6,0.353666,0.353666,0.374648,0.275073,0.275073,0.375112
7,0.341949,0.341949,0.368654,0.275391,0.275391,0.375685
8,0.337914,0.337914,0.368274,0.300179,0.300179,0.398865
9,0.333005,0.333005,0.366755,0.290002,0.290002,0.387127
