h,mae,mse
1,0.24971619248390198,0.14411228895187378
2,0.2903638482093811,0.1995508223772049
3,0.31905561685562134,0.24283035099506378
4,0.33452215790748596,0.2725052833557129
5,0.3469608426094055,0.29634904861450195
6,0.3528911769390106,0.3087155222892761
7,0.35951849818229675,0.3169896900653839
8,0.3587712347507477,0.3191836178302765
9,0.36000627279281616,0.3225512206554413
10,0.3612377941608429,0.3223578929901123
11,0.3666779696941376,0.32355451583862305
12,0.36349403858184814,0.3231564462184906
13,0.36459651589393616,0.32474756240844727
14,0.3638286888599396,0.32394641637802124
15,0.36577922105789185,0.32629185914993286
16,0.36185434460639954,0.32219621539115906
17,0.36393970251083374,0.32603535056114197
18,0.3606550395488739,0.3259374797344208
19,0.3624851703643799,0.32764706015586853
20,0.36051449179649353,0.3233993351459503
21,0.36078524589538574,0.32303348183631897
22,0.35820651054382324,0.3217182755470276
23,0.359248548746109,0.32020509243011475
24,0.3606753647327423,0.3225463330745697
25,0.36685308814048767,0.33306077122688293
26,0.3727642595767975,0.34185826778411865
27,0.37657126784324646,0.34704339504241943
28,0.37922948598861694,0.35449767112731934
29,0.38074445724487305,0.3593853712081909
30,0.38180550932884216,0.3686668872833252
31,0.38303521275520325,0.3695240914821625
32,0.3834506869316101,0.3684845566749573
33,0.3815711438655853,0.3661722242832184
34,0.3818499445915222,0.36591222882270813
35,0.38179153203964233,0.3634723126888275
36,0.38300469517707825,0.36470359563827515
37,0.37932631373405457,0.3613649010658264
38,0.37967732548713684,0.3609704077243805
39,0.3811606764793396,0.3584132194519043
40,0.37775918841362,0.3561820983886719
41,0.3794526159763336,0.3611665666103363
42,0.3781084418296814,0.3622422516345978
43,0.3773972690105438,0.3584843873977661
44,0.3757047951221466,0.35550186038017273
45,0.37811586260795593,0.3589666783809662
46,0.3789207637310028,0.3631910979747772
47,0.3815425634384155,0.3611162304878235
48,0.37810978293418884,0.35820814967155457
49,0.38732388615608215,0.3768223226070404
50,0.3898034989833832,0.3838285505771637
51,0.3950101137161255,0.3899622857570648
52,0.39441806077957153,0.39219415187835693
53,0.39686670899391174,0.4003690779209137
54,0.3967072367668152,0.40528929233551025
55,0.39761853218078613,0.4038505256175995
56,0.3966539204120636,0.3964477479457855
57,0.3977648615837097,0.4037325978279114
58,0.39696750044822693,0.403048574924469
59,0.3982783555984497,0.3959932327270508
60,0.3950687646865845,0.3990820646286011
61,0.3966614902019501,0.40121039748191833
62,0.3957517445087433,0.40053820610046387
63,0.39631733298301697,0.4000023305416107
64,0.3931485116481781,0.40005871653556824
65,0.39711955189704895,0.40944522619247437
66,0.3976401388645172,0.4141711890697479
67,0.39769110083580017,0.4130673110485077
68,0.3953149914741516,0.41304248571395874
69,0.3942869305610657,0.4031614363193512
70,0.39898616075515747,0.4135858714580536
71,0.39869871735572815,0.4061138927936554
72,0.39407479763031006,0.3985690772533417
73,0.39932501316070557,0.4115840792655945
74,0.3989621102809906,0.41412919759750366
75,0.4040972888469696,0.42191967368125916
76,0.40397265553474426,0.42204028367996216
77,0.40465062856674194,0.4227428734302521
78,0.4080764055252075,0.4304963946342468
79,0.40757885575294495,0.4289065897464752
80,0.4055163562297821,0.4205342233181
81,0.40557587146759033,0.42407137155532837
82,0.40563949942588806,0.42242470383644104
83,0.40874749422073364,0.42248183488845825
84,0.40600499510765076,0.42303839325904846
85,0.4063877463340759,0.4183122217655182
86,0.4055670201778412,0.4226835370063782
87,0.40779033303260803,0.42450591921806335
88,0.40389758348464966,0.421680212020874
89,0.40551698207855225,0.42479297518730164
90,0.4086175560951233,0.4311787486076355
91,0.4094398617744446,0.4341013729572296
92,0.4063293933868408,0.4232184588909149
93,0.40544283390045166,0.4194602072238922
94,0.4053862988948822,0.4215085804462433
95,0.4095076024532318,0.42212897539138794
96,0.40596362948417664,0.41636788845062256
97,0.4090926945209503,0.42498478293418884
98,0.4138595461845398,0.4333035945892334
99,0.4189870059490204,0.43389734625816345
100,0.4150855541229248,0.4369223117828369
101,0.4115521311759949,0.4318847954273224
102,0.4117985665798187,0.4355626404285431
103,0.412771999835968,0.43308591842651367
104,0.4106682240962982,0.4305454194545746
105,0.4107312262058258,0.4328400492668152
106,0.4095505475997925,0.4316287338733673
107,0.41105109453201294,0.4275974929332733
108,0.409371018409729,0.43018996715545654
109,0.41239333152770996,0.4393457770347595
110,0.4148281514644623,0.4460913836956024
111,0.4134708046913147,0.43797358870506287
112,0.4077766537666321,0.42865484952926636
113,0.4103919267654419,0.4310488700866699
114,0.4087883234024048,0.43201708793640137
115,0.41105887293815613,0.42983168363571167
116,0.4087439477443695,0.4240303039550781
117,0.40884658694267273,0.4259051978588104
118,0.4076389968395233,0.4208298325538635
119,0.41066938638687134,0.4233724772930145
120,0.41342806816101074,0.4232884347438812
121,0.4146387577056885,0.42946499586105347
122,0.4166366457939148,0.43686529994010925
123,0.4227505326271057,0.4462326765060425
124,0.4232105612754822,0.44654980301856995
125,0.42149001359939575,0.4430193305015564
126,0.42100510001182556,0.4452421963214874
127,0.4212258458137512,0.44132936000823975
128,0.41784247756004333,0.4348519742488861
129,0.42065122723579407,0.4471643269062042
130,0.4210115373134613,0.44620558619499207
131,0.4202314019203186,0.44125109910964966
132,0.4213884174823761,0.4478049874305725
133,0.4224093556404114,0.4502224028110504
134,0.42192092537879944,0.44771695137023926
135,0.4222427308559418,0.4427317976951599
136,0.4203445017337799,0.4416652023792267
137,0.4217927157878876,0.44881659746170044
138,0.4225030243396759,0.4516102075576782
139,0.4228062033653259,0.4462747871875763
140,0.4232449531555176,0.44900068640708923
141,0.4228071868419647,0.4438944458961487
142,0.4245452582836151,0.44898104667663574
143,0.42550718784332275,0.4457383155822754
144,0.42355403304100037,0.4381513297557831
145,0.4295673072338104,0.45398736000061035
146,0.4307132959365845,0.45701974630355835
147,0.43403831124305725,0.451015442609787
148,0.43333691358566284,0.45112282037734985
149,0.43407851457595825,0.4571661949157715
150,0.43161991238594055,0.4559284746646881
151,0.4343227446079254,0.4577142894268036
152,0.4336901605129242,0.4589272737503052
153,0.4324166774749756,0.4560854434967041
154,0.4323801100254059,0.45765024423599243
155,0.4327230155467987,0.45297756791114807
156,0.43893927335739136,0.4655086398124695
157,0.4331226050853729,0.4530114233493805
158,0.4353039562702179,0.4609717130661011
159,0.4364492893218994,0.4619201719760895
160,0.4344403147697449,0.4603855311870575
161,0.4341580271720886,0.4586348831653595
162,0.43673497438430786,0.46917223930358887
163,0.4377213716506958,0.46510857343673706
164,0.4362863004207611,0.4612259268760681
165,0.43536368012428284,0.4569980800151825
166,0.4364737868309021,0.4551493227481842
167,0.43416598439216614,0.4484961926937103
168,0.430940717458725,0.43908897042274475
169,0.43920770287513733,0.4627945125102997
170,0.4404445290565491,0.4686131477355957
171,0.4451720118522644,0.46896690130233765
172,0.44671615958213806,0.47550269961357117
173,0.4439958930015564,0.47258585691452026
174,0.4433715343475342,0.4757816195487976
175,0.4450468420982361,0.47974693775177
176,0.4437297284603119,0.47877100110054016
177,0.4489838778972626,0.4934091866016388
178,0.44643160700798035,0.48420649766921997
179,0.4473854601383209,0.48147088289260864
180,0.44459372758865356,0.4777096211910248
181,0.4436287581920624,0.46936526894569397
182,0.4448191225528717,0.4732910394668579
183,0.44537416100502014,0.46905985474586487
184,0.4426827132701874,0.47083568572998047
185,0.4442287087440491,0.47461023926734924
186,0.44550254940986633,0.48094087839126587
187,0.44530394673347473,0.4799911081790924
188,0.44299644231796265,0.4698161780834198
189,0.441608190536499,0.4679364860057831
190,0.4457548260688782,0.4780691862106323
191,0.44699838757514954,0.48114722967147827
192,0.4412059485912323,0.465074747800827
193,0.44364050030708313,0.477183997631073
194,0.4445612132549286,0.48411303758621216
195,0.4488551914691925,0.48281288146972656
196,0.45020949840545654,0.4877963960170746
197,0.4523848593235016,0.5014457106590271
198,0.45292335748672485,0.5063173770904541
199,0.4531146287918091,0.5056818723678589
200,0.4537869393825531,0.5065299272537231
201,0.4528651237487793,0.5032415986061096
202,0.45880597829818726,0.521770715713501
203,0.4568747282028198,0.5091255307197571
204,0.45437103509902954,0.5047318935394287
205,0.45839181542396545,0.5123575329780579
206,0.4545382261276245,0.5077582597732544
207,0.4534936249256134,0.5028346180915833
208,0.4520486891269684,0.5000317096710205
209,0.4548533260822296,0.507954478263855
210,0.45003455877304077,0.49719977378845215
211,0.4540095925331116,0.5010266304016113
212,0.45149967074394226,0.4948565661907196
213,0.4540257453918457,0.49971577525138855
214,0.451410174369812,0.49471625685691833
215,0.45006895065307617,0.4874955713748932
216,0.4464072287082672,0.48212313652038574
217,0.45108938217163086,0.4974181354045868
218,0.45186442136764526,0.5025975704193115
219,0.4518453776836395,0.49429067969322205
220,0.45045006275177,0.4866446852684021
221,0.45002281665802,0.48761850595474243
222,0.4505199193954468,0.4994420111179352
223,0.45428523421287537,0.5042535066604614
224,0.4550994336605072,0.5077871680259705
225,0.4544421434402466,0.5046471357345581
226,0.4583006501197815,0.5176277756690979
227,0.45703086256980896,0.5074025392532349
228,0.4547973573207855,0.500041663646698
229,0.4556422829627991,0.5078399181365967
230,0.4549512267112732,0.503851056098938
231,0.45469093322753906,0.4999193251132965
232,0.4551325738430023,0.5034074783325195
233,0.4574207067489624,0.511846661567688
234,0.45982587337493896,0.5162330269813538
235,0.4577459990978241,0.5111052989959717
236,0.45651325583457947,0.5046828389167786
237,0.4555513858795166,0.5093991160392761
238,0.45610669255256653,0.5093690156936646
239,0.4527648091316223,0.4908984303474426
240,0.45021677017211914,0.4826390743255615
241,0.44883888959884644,0.47965046763420105
242,0.44731584191322327,0.47725218534469604
243,0.451775461435318,0.48184525966644287
244,0.4508197009563446,0.47966185212135315
245,0.4514622092247009,0.48428672552108765
246,0.45007413625717163,0.4879882037639618
247,0.4508412182331085,0.4830402731895447
248,0.4491877853870392,0.48077690601348877
249,0.4505302608013153,0.4893031418323517
250,0.451753705739975,0.48957449197769165
251,0.45558464527130127,0.48989465832710266
252,0.453889399766922,0.4861892759799957
253,0.4544006288051605,0.48612311482429504
254,0.4588463008403778,0.5011858344078064
255,0.45479515194892883,0.4949437379837036
256,0.458116739988327,0.5022679567337036
257,0.45426231622695923,0.49747568368911743
258,0.4524412453174591,0.4976719617843628
259,0.45113304257392883,0.4863671064376831
260,0.45163291692733765,0.48922300338745117
261,0.44923996925354004,0.4831249713897705
262,0.4497845470905304,0.48315638303756714
263,0.4484560489654541,0.47434118390083313
264,0.44571712613105774,0.4673270583152771
265,0.44421151280403137,0.46132537722587585
266,0.4419303238391876,0.4612627923488617
267,0.44798535108566284,0.4698682427406311
268,0.4460587203502655,0.46133556962013245
269,0.4433470666408539,0.45837676525115967
270,0.4425557851791382,0.4642324447631836
271,0.4414184093475342,0.45532259345054626
272,0.4413242042064667,0.45731064677238464
273,0.4406110942363739,0.4534684717655182
274,0.44149264693260193,0.455516517162323
275,0.44337189197540283,0.45740562677383423
276,0.44190919399261475,0.45844316482543945
