loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.515526, 0.262357, 0.261888, 0.218175, 0.269591, 0.261888, 25844.13 M Ops, 784.04 M Ops, 1282.87 M Ops, 2.9450 M, 0.4677 %, 6606.83 uJ, 0.681818, 0.075758, 0.151515, 0.138462
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.531591, 0.277567, 0.277448, 0.248411, 0.263148, 0.277448, 25844.13 M Ops, 799.96 M Ops, 1282.87 M Ops, 2.9450 M, 0.4684 %, 6621.15 uJ, 0.590909, 0.075758, 0.196970, 0.246154
