loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.891581, 0.538309, 0.538309, 0.538227, 0.538336, 0.538309, 661.61 M Ops, 14.09 M Ops, 352.32 M Ops, 3.2870 M, 0.5274 %, 1633.36 uJ, 0.524972, 0.551646
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.890881, 0.535471, 0.535471, 0.534323, 0.535824, 0.535471, 661.61 M Ops, 10.35 M Ops, 352.32 M Ops, 3.2870 M, 0.5167 %, 1630.00 uJ, 0.585131, 0.485812
