epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.554575,0.554575,0.537183,0.833805,0.833805,0.634366
1,0.396280,0.396280,0.451722,0.763114,0.763114,0.606296
2,0.378086,0.378086,0.439798,0.739995,0.739995,0.601358
3,0.371591,0.371591,0.435921,0.752116,0.752116,0.601294
4,0.369037,0.369037,0.434652,0.757873,0.757873,0.602860
5,0.366307,0.366307,0.432843,0.748507,0.748507,0.599433
6,0.360615,0.360615,0.428663,0.747081,0.747081,0.598083
7,0.360358,0.360358,0.428553,0.734408,0.734408,0.592685
8,0.358292,0.358292,0.427007,0.739950,0.739950,0.595578
9,0.355716,0.355716,0.425577,0.748493,0.748493,0.597615
10,0.354222,0.354222,0.425134,0.745618,0.745618,0.599060
11,0.351234,0.351234,0.423632,0.747644,0.747644,0.599484
12,0.349682,0.349682,0.422564,0.741312,0.741312,0.595971
13,0.349468,0.349468,0.422812,0.744591,0.744591,0.598833
