epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.540370,0.540370,0.528787,0.889576,0.889576,0.660974
1,0.410179,0.410179,0.458797,0.827029,0.827029,0.634748
2,0.385119,0.385119,0.443622,0.772140,0.772140,0.613301
3,0.370425,0.370425,0.435406,0.771391,0.771391,0.612717
4,0.362398,0.362398,0.430767,0.779256,0.779256,0.614682
5,0.357371,0.357371,0.427983,0.786541,0.786541,0.615790
6,0.352880,0.352880,0.425561,0.785354,0.785354,0.612660
7,0.348831,0.348831,0.422852,0.786271,0.786271,0.612460
8,0.346235,0.346235,0.421302,0.789619,0.789619,0.614258
9,0.344838,0.344838,0.420665,0.786895,0.786895,0.613532
