epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.549235,0.549235,0.473940,0.283462,0.283462,0.388264
1,0.433158,0.433158,0.403819,0.264160,0.264160,0.370983
2,0.418196,0.418196,0.398123,0.285804,0.285804,0.389649
3,0.409102,0.409102,0.395154,0.286000,0.286000,0.384397
4,0.399516,0.399516,0.389336,0.283695,0.283695,0.383659
5,0.395598,0.395598,0.388507,0.280420,0.280420,0.380783
6,0.393546,0.393546,0.387580,0.289158,0.289158,0.388820
7,0.393398,0.393398,0.387815,0.258242,0.258242,0.366038
8,0.391466,0.391466,0.387658,0.290826,0.290826,0.388757
9,0.390174,0.390174,0.387144,0.286212,0.286212,0.385281
10,0.388363,0.388363,0.386485,0.271851,0.271851,0.373684
11,0.385072,0.385072,0.384690,0.273824,0.273824,0.376422
12,0.384678,0.384678,0.384199,0.283731,0.283731,0.382348
13,0.384805,0.384805,0.384704,0.274186,0.274186,0.375998
