loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.184105, 0.983784, 0.985721, 0.984319, 0.983112, 0.985721, 417.17 M Ops, 37.93 M Ops, 6.13 M Ops, 16.0368 M, 0.4092 %, 62.34 uJ, 1.000000, 0.971429, 0.977273, 0.977273, 1.000000, 1.000000, 1.000000, 0.980000, 0.965517
