shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.427200,0.455075,0.427134,295.54 M Ops,24.21 M Ops,40.23 M Ops,1.1409 M,0.4834 %,206.87 uJ,0.535192,0.469718,0.588070
