epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.389248,2.204903,0.086357,0.175710,2.357621,2.189322,0.091477,0.159151,"tensor(0.1541, device='cuda:1')","tensor([0.0000, 0.0000, 0.0682, 0.0000, 0.1379, 0.0000, 0.0000, 0.8400, 0.1724],
       device='cuda:1')","tensor(0.0815, device='cuda:1')","tensor(0.1755, device='cuda:1')"
1,2.371949,2.188312,0.084034,0.175234,2.319543,2.153832,0.090097,0.156701,"tensor(0.3405, device='cuda:1')","tensor([0.0000, 0.0286, 0.4091, 0.3182, 0.7931, 0.3750, 0.0000, 0.7200, 0.2414],
       device='cuda:1')","tensor(0.3030, device='cuda:1')","tensor(0.4452, device='cuda:1')"
2,2.324459,2.141290,0.086197,0.174549,2.249491,2.087487,0.097277,0.152277,"tensor(0.6216, device='cuda:1')","tensor([0.0968, 0.6000, 0.8977, 0.6591, 1.0000, 1.0000, 0.0500, 0.5400, 0.5517],
       device='cuda:1')","tensor(0.5681, device='cuda:1')","tensor(0.7429, device='cuda:1')"
3,2.250818,2.066461,0.097969,0.174560,2.154492,1.991193,0.110012,0.152298,"tensor(0.7811, device='cuda:1')","tensor([0.6774, 0.8571, 0.9773, 0.8864, 1.0000, 1.0000, 0.6000, 0.3000, 0.7241],
       device='cuda:1')","tensor(0.7600, device='cuda:1')","tensor(0.8018, device='cuda:1')"
4,2.148500,1.965250,0.108080,0.172442,2.027325,1.862771,0.116797,0.152874,"tensor(0.8541, device='cuda:1')","tensor([0.8710, 0.9429, 0.9659, 0.9545, 1.0000, 1.0000, 0.9500, 0.3200, 0.7586],
       device='cuda:1')","tensor(0.8340, device='cuda:1')","tensor(0.8495, device='cuda:1')"
5,2.013228,1.834037,0.114434,0.167748,1.857885,1.695228,0.124965,0.150160,"tensor(0.8730, device='cuda:1')","tensor([0.9032, 0.9714, 0.9659, 0.9545, 1.0000, 1.0000, 1.0000, 0.3000, 0.8966],
       device='cuda:1')","tensor(0.8532, device='cuda:1')","tensor(0.8716, device='cuda:1')"
6,1.842882,1.667504,0.126294,0.162748,1.640524,1.481231,0.138385,0.145455,"tensor(0.8892, device='cuda:1')","tensor([0.9677, 0.9429, 0.9659, 0.9545, 1.0000, 1.0000, 1.0000, 0.4400, 0.8276],
       device='cuda:1')","tensor(0.8767, device='cuda:1')","tensor(0.8874, device='cuda:1')"
7,1.638077,1.467019,0.144202,0.156638,1.393662,1.236412,0.154611,0.141789,"tensor(0.9108, device='cuda:1')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.5400, 0.8276],
       device='cuda:1')","tensor(0.9013, device='cuda:1')","tensor(0.9082, device='cuda:1')"
8,1.425440,1.261602,0.157903,0.148048,1.149229,0.998150,0.168549,0.134224,"tensor(0.9378, device='cuda:1')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.7400, 0.8621],
       device='cuda:1')","tensor(0.9346, device='cuda:1')","tensor(0.9315, device='cuda:1')"
9,1.234574,1.080268,0.172140,0.137092,0.937846,0.796440,0.179912,0.123415,"tensor(0.9514, device='cuda:1')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.8400, 0.8621],
       device='cuda:1')","tensor(0.9487, device='cuda:1')","tensor(0.9461, device='cuda:1')"
