epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.856893,0.856893,1.000000,0.658015,0.658015,0.000000,0.000000,0.657665,0.576446
1,0.811971,0.811971,1.000000,0.637638,0.637638,0.000000,0.000000,0.637526,0.563503
2,0.791344,0.791344,1.000000,0.629476,0.629476,0.000000,0.000000,0.629466,0.558310
3,0.778609,0.778609,1.000000,0.626861,0.626861,0.000000,0.000000,0.626646,0.555505
4,0.767268,0.767268,1.000000,0.625560,0.625560,0.000000,0.000000,0.625408,0.554156
5,0.757647,0.757647,1.000000,0.630824,0.630824,0.000000,0.000000,0.630783,0.555878
6,0.750774,0.750774,1.000000,0.629681,0.629681,0.000000,0.000000,0.629736,0.554111
0,0.949320,0.856855,0.924642,0.133428,0.744958,0.657734,0.872241,0.163779,0.657383,0.576247
1,0.896120,0.812253,0.838667,0.151518,0.716988,0.638164,0.788239,0.168227,0.638052,0.563603
2,0.870534,0.792232,0.783016,0.158321,0.703066,0.629473,0.735931,0.172670,0.629467,0.558079
3,0.855095,0.780277,0.748180,0.161157,0.696930,0.626436,0.704942,0.172058,0.626225,0.555023
4,0.841316,0.769170,0.721462,0.162681,0.690486,0.622722,0.677637,0.172612,0.622575,0.552560
5,0.829913,0.759898,0.700145,0.163883,0.692847,0.627154,0.656932,0.171891,0.627137,0.553862
6,0.821561,0.753167,0.683949,0.164599,0.690158,0.626791,0.633672,0.174907,0.626844,0.552521
0,0.965621,0.871285,0.943360,0.127463,0.769231,0.672135,0.970960,0.119653,0.672234,0.586122
1,0.920534,0.830802,0.897324,0.143815,0.736093,0.647857,0.882356,0.164084,0.647726,0.571145
2,0.897269,0.810844,0.864249,0.153164,0.724155,0.638482,0.856734,0.167007,0.638368,0.564382
3,0.884251,0.799773,0.844776,0.155976,0.716423,0.632142,0.842809,0.165844,0.632172,0.560039
4,0.869531,0.786544,0.829867,0.157846,0.713841,0.631191,0.826494,0.167350,0.631411,0.558728
5,0.858568,0.776864,0.817040,0.158565,0.708529,0.627109,0.814199,0.166601,0.627346,0.556200
6,0.852118,0.771630,0.804885,0.158873,0.710734,0.630460,0.802734,0.166425,0.630127,0.556667
7,0.849485,0.770216,0.792692,0.159395,0.708298,0.628862,0.794360,0.163848,0.628833,0.555462
0,0.966899,0.871283,0.956160,0.124106,0.770434,0.672185,0.982492,0.113614,0.672284,0.586146
1,0.923907,0.830796,0.931109,0.136884,0.740073,0.648077,0.919959,0.153495,0.647945,0.571271
2,0.901544,0.810986,0.905581,0.144653,0.727387,0.638596,0.887911,0.157014,0.638483,0.564445
3,0.888515,0.800146,0.883694,0.149948,0.718102,0.631873,0.862289,0.160624,0.631904,0.559910
4,0.873934,0.786978,0.869558,0.152752,0.715392,0.630607,0.847845,0.162277,0.630828,0.558425
5,0.863622,0.777329,0.862924,0.153140,0.710311,0.626138,0.841731,0.162260,0.626377,0.555770
6,0.857981,0.772119,0.858617,0.152701,0.712605,0.628944,0.836606,0.161931,0.628609,0.555970
7,0.856230,0.770695,0.855344,0.151316,0.711410,0.627779,0.836303,0.159656,0.627748,0.554951
0,0.965996,0.871284,0.947119,0.126753,0.769957,0.672175,0.977817,0.116064,0.672274,0.586142
1,0.920659,0.830797,0.898614,0.142169,0.734631,0.648145,0.864867,0.166025,0.648013,0.571339
2,0.896194,0.810933,0.852610,0.150054,0.720211,0.638291,0.819203,0.167631,0.638177,0.564292
3,0.881572,0.799746,0.818259,0.154211,0.710054,0.631317,0.787378,0.168036,0.631349,0.559583
4,0.865517,0.786250,0.792665,0.156514,0.705424,0.629628,0.757954,0.170350,0.629849,0.557947
5,0.853564,0.776368,0.771967,0.158290,0.699299,0.625473,0.738260,0.169890,0.625718,0.555453
6,0.846474,0.770956,0.755185,0.159302,0.699590,0.628054,0.715357,0.171458,0.627716,0.555491
7,0.843210,0.769348,0.738614,0.160219,0.696830,0.626813,0.700176,0.171240,0.626778,0.554369
0,0.949319,0.856850,0.924689,0.133915,0.744990,0.657705,0.872848,0.163849,0.657356,0.576232
1,0.896066,0.812246,0.838199,0.152375,0.716716,0.638193,0.785230,0.170319,0.638080,0.563613
2,0.870518,0.792288,0.782298,0.159221,0.702818,0.629504,0.733140,0.174399,0.629497,0.558077
3,0.855004,0.780332,0.746717,0.161905,0.696073,0.626238,0.698346,0.173873,0.626032,0.554882
4,0.841189,0.769331,0.718583,0.163790,0.690149,0.623401,0.667482,0.175989,0.623248,0.552869
5,0.829769,0.760232,0.695367,0.165237,0.692282,0.627518,0.647636,0.174250,0.627501,0.553988
6,0.821277,0.753555,0.677220,0.166209,0.689011,0.626415,0.625958,0.176644,0.626479,0.552412
0,0.966016,0.871285,0.947306,0.126231,0.770058,0.672190,0.978677,0.115700,0.672289,0.586150
1,0.920875,0.830786,0.900893,0.140666,0.736063,0.648286,0.877764,0.159741,0.648155,0.571411
2,0.896935,0.811121,0.858140,0.147865,0.722224,0.638794,0.834301,0.161872,0.638681,0.564559
3,0.882726,0.800237,0.824897,0.152134,0.711791,0.632005,0.797856,0.165564,0.632038,0.559946
4,0.866830,0.786999,0.798310,0.155633,0.707255,0.630524,0.767313,0.168407,0.630745,0.558266
5,0.854931,0.777199,0.777322,0.158106,0.700554,0.626095,0.744584,0.169732,0.626336,0.555570
6,0.847680,0.771665,0.760156,0.159529,0.701078,0.628815,0.722627,0.171830,0.628482,0.555646
7,0.844570,0.769998,0.745723,0.160269,0.698475,0.627523,0.709516,0.170841,0.627486,0.554596
