snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.455156,0.461295,0.454367,121.98 M Ops,14.17 M Ops,2.91 M Ops,0.5634 M,0.3971 %,26.16 uJ,0.526755,0.510514,0.577251
snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.458371,0.471607,0.457603,121.98 M Ops,13.03 M Ops,2.91 M Ops,0.5634 M,0.3900 %,25.13 uJ,0.541521,0.516472,0.567801
snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.461571,0.481495,0.460801,121.98 M Ops,14.13 M Ops,2.91 M Ops,0.5634 M,0.3965 %,26.12 uJ,0.554137,0.519886,0.558739
