loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.291381, 0.292930, 0.340917, 170.21 M Ops, 22.82 M Ops, 6.33 M Ops, 0.1932 M, 0.3875 %, 49.64 uJ
