loss,mse,mae,mse_long,mae_long,R2,total_op,ACop,MACop,capacity,firing_rate,energy
0.414828,0.408447,0.428877,0.479246,0.479563,0.739057,25.36 M Ops,3.28 M Ops,1.27 M Ops,0.2671 M,0.2470 %,8.81 uJ
