epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.709401,0.532541,0.823775,0.168621,0.000003,0.442686,0.280929,0.854800,0.153209,0.281616,0.375306
1,0.601242,0.467178,0.884788,0.125216,0.000002,0.381519,0.256561,0.903595,0.115922,0.256556,0.356513
2,0.536109,0.430031,0.903253,0.097045,0.000002,0.346861,0.240205,0.911115,0.097544,0.240609,0.342933
3,0.498257,0.401538,0.904055,0.087679,0.000003,0.330876,0.229679,0.911870,0.092079,0.229811,0.332864
4,0.475263,0.381250,0.901858,0.084995,0.000003,0.324181,0.224845,0.909119,0.090245,0.224718,0.327354
5,0.461211,0.368026,0.898732,0.084197,0.000003,0.320303,0.220924,0.904619,0.090333,0.221121,0.323961
6,0.448015,0.355545,0.895392,0.083516,0.000003,0.318286,0.220016,0.901269,0.089257,0.220127,0.322742
7,0.437685,0.345282,0.890989,0.083493,0.000002,0.318632,0.220165,0.896973,0.089498,0.220047,0.322645
8,0.428390,0.335730,0.886739,0.083792,0.000002,0.318457,0.219997,0.893209,0.089527,0.219695,0.322166
9,0.419591,0.326819,0.883202,0.083940,0.000003,0.317593,0.219277,0.891365,0.089402,0.219138,0.321964
10,0.413095,0.319854,0.881043,0.084430,0.000002,0.318561,0.220033,0.888886,0.089639,0.219930,0.322524
11,0.406856,0.313290,0.878484,0.084781,0.000002,0.320718,0.221248,0.884620,0.090623,0.220910,0.323316
12,0.397365,0.302919,0.876116,0.085685,0.000002,0.323642,0.223758,0.882962,0.091055,0.222681,0.324116
13,0.394118,0.299702,0.874681,0.085669,0.000002,0.322166,0.222152,0.882100,0.091194,0.222415,0.323940
14,0.392755,0.298249,0.874267,0.085763,0.000002,0.321732,0.221925,0.882449,0.090983,0.222130,0.323768
15,0.391532,0.296973,0.874097,0.085818,0.000002,0.322703,0.222888,0.880775,0.091007,0.222692,0.324203
16,0.391625,0.296972,0.873488,0.085918,0.000002,0.322790,0.222181,0.880697,0.091802,0.222359,0.324005
