loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.225246, 0.225879, 0.295966, 758.36 M Ops, 89.08 M Ops, 27.11 M Ops, 0.5559 M, 0.3759 %, 204.88 uJ
