epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.353866,2.173205,0.163097,0.179025,0.000581,2.310434,2.142627,0.165690,0.166150,"tensor(0.4108, device='cuda:2')","tensor([0.1290, 0.8571, 0.3409, 0.4773, 0.6897, 0.9583, 0.2250, 0.0800, 0.3793],
       device='cuda:2')","tensor(0.4074, device='cuda:2')","tensor(0.5692, device='cuda:2')"
1,2.292365,2.116741,0.170649,0.173915,0.000176,2.248012,2.082174,0.182411,0.164014,"tensor(0.6730, device='cuda:2')","tensor([0.5161, 0.9143, 0.6932, 0.7727, 1.0000, 1.0000, 0.8750, 0.0600, 0.5172],
       device='cuda:2')","tensor(0.6510, device='cuda:2')","tensor(0.7471, device='cuda:2')"
2,2.231855,2.061746,0.194287,0.168165,0.000162,2.182005,2.020847,0.211244,0.159045,"tensor(0.7649, device='cuda:2')","tensor([0.7419, 0.9143, 0.8295, 0.9545, 1.0000, 1.0000, 0.9750, 0.0600, 0.6207],
       device='cuda:2')","tensor(0.7319, device='cuda:2')","tensor(0.8061, device='cuda:2')"
3,2.168094,2.004322,0.236218,0.161408,0.000160,2.110111,1.954736,0.260154,0.152773,"tensor(0.8027, device='cuda:2')","tensor([0.9032, 0.9429, 0.8977, 0.9773, 1.0000, 1.0000, 1.0000, 0.0600, 0.6207],
       device='cuda:2')","tensor(0.7634, device='cuda:2')","tensor(0.8241, device='cuda:2')"
4,2.100207,1.943691,0.301693,0.153498,0.000157,2.034241,1.885260,0.322439,0.145756,"tensor(0.8162, device='cuda:2')","tensor([0.9355, 0.9429, 0.8977, 0.9773, 1.0000, 1.0000, 1.0000, 0.1200, 0.6552],
       device='cuda:2')","tensor(0.7818, device='cuda:2')","tensor(0.8259, device='cuda:2')"
5,2.030044,1.880640,0.367841,0.145724,0.000151,1.954250,1.811655,0.385156,0.138744,"tensor(0.8270, device='cuda:2')","tensor([0.9355, 0.9429, 0.9318, 0.9773, 1.0000, 1.0000, 1.0000, 0.1400, 0.6552],
       device='cuda:2')","tensor(0.7917, device='cuda:2')","tensor(0.8346, device='cuda:2')"
6,1.958758,1.815719,0.430856,0.138729,0.000147,1.874361,1.736925,0.432222,0.133114,"tensor(0.8459, device='cuda:2')","tensor([0.9677, 0.9429, 0.9432, 0.9773, 1.0000, 1.0000, 1.0000, 0.2000, 0.7241],
       device='cuda:2')","tensor(0.8169, device='cuda:2')","tensor(0.8479, device='cuda:2')"
7,1.890739,1.752608,0.469378,0.133436,0.000142,1.800999,1.668227,0.467102,0.128102,"tensor(0.8541, device='cuda:2')","tensor([0.9677, 0.9429, 0.9432, 0.9773, 1.0000, 1.0000, 1.0000, 0.2400, 0.7586],
       device='cuda:2')","tensor(0.8296, device='cuda:2')","tensor(0.8566, device='cuda:2')"
8,1.827460,1.693560,0.493504,0.128964,0.000137,1.735299,1.606355,0.488740,0.124057,"tensor(0.8730, device='cuda:2')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.3200, 0.7586],
       device='cuda:2')","tensor(0.8512, device='cuda:2')","tensor(0.8686, device='cuda:2')"
9,1.769399,1.639242,0.506590,0.125089,0.000133,1.673800,1.548193,0.491660,0.120690,"tensor(0.8919, device='cuda:2')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.4600, 0.7586],
       device='cuda:2')","tensor(0.8773, device='cuda:2')","tensor(0.8862, device='cuda:2')"
10,1.715236,1.588146,0.504043,0.122047,0.000133,1.617625,1.495012,0.496385,0.117649,"tensor(0.9081, device='cuda:2')","tensor([1.0000, 0.9429, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.5000, 0.8276],
       device='cuda:2')","tensor(0.8952, device='cuda:2')","tensor(0.9010, device='cuda:2')"
11,1.664906,1.540593,0.502392,0.119288,0.000133,1.563596,1.443686,0.492027,0.114989,"tensor(0.9108, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.5400, 0.8276],
       device='cuda:2')","tensor(0.8993, device='cuda:2')","tensor(0.9021, device='cuda:2')"
12,1.616127,1.494371,0.494889,0.116806,0.000132,1.511871,1.394613,0.487371,0.112384,"tensor(0.9189, device='cuda:2')","tensor([1.0000, 0.9429, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.5800, 0.8276],
       device='cuda:2')","tensor(0.9082, device='cuda:2')","tensor(0.9114, device='cuda:2')"
13,1.569922,1.450446,0.488588,0.114588,0.000129,1.461883,1.346789,0.481855,0.110275,"tensor(0.9297, device='cuda:2')","tensor([1.0000, 0.9429, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.6400, 0.8621],
       device='cuda:2')","tensor(0.9207, device='cuda:2')","tensor(0.9211, device='cuda:2')"
14,1.525484,1.407979,0.476577,0.112738,0.000125,1.413831,1.300670,0.467287,0.108488,"tensor(0.9324, device='cuda:2')","tensor([1.0000, 0.9714, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.6400, 0.8621],
       device='cuda:2')","tensor(0.9230, device='cuda:2')","tensor(0.9226, device='cuda:2')"
15,1.483216,1.367354,0.462602,0.111234,0.000122,1.368737,1.257317,0.456535,0.106855,"tensor(0.9351, device='cuda:2')","tensor([1.0000, 0.9429, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.6800, 0.8621],
       device='cuda:2')","tensor(0.9263, device='cuda:2')","tensor(0.9260, device='cuda:2')"
16,1.441973,1.327983,0.454189,0.109447,0.000119,1.324608,1.215066,0.454780,0.104994,"tensor(0.9405, device='cuda:2')","tensor([1.0000, 0.9714, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.7000, 0.8621],
       device='cuda:2')","tensor(0.9318, device='cuda:2')","tensor(0.9307, device='cuda:2')"
17,1.402459,1.290076,0.444249,0.107940,0.000114,1.282523,1.174289,0.442547,0.103809,"tensor(0.9432, device='cuda:2')","tensor([1.0000, 0.9714, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.7200, 0.8621],
       device='cuda:2')","tensor(0.9346, device='cuda:2')","tensor(0.9329, device='cuda:2')"
18,1.364618,1.253408,0.434528,0.106864,0.000111,1.239387,1.132451,0.426646,0.102669,"tensor(0.9378, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.7200, 0.8621],
       device='cuda:2')","tensor(0.9306, device='cuda:2')","tensor(0.9282, device='cuda:2')"
19,1.329328,1.219210,0.421971,0.105897,0.000106,1.199495,1.093803,0.416671,0.101526,"tensor(0.9432, device='cuda:2')","tensor([1.0000, 0.9429, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.7400, 0.8621],
       device='cuda:2')","tensor(0.9356, device='cuda:2')","tensor(0.9337, device='cuda:2')"
20,1.294022,1.185413,0.415461,0.104453,0.000105,1.162229,1.058174,0.414623,0.099909,"tensor(0.9459, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.7800, 0.8621],
       device='cuda:2')","tensor(0.9393, device='cuda:2')","tensor(0.9357, device='cuda:2')"
21,1.260769,1.153455,0.406502,0.103248,0.000101,1.125770,1.022816,0.403849,0.098916,"tensor(0.9541, device='cuda:2')","tensor([1.0000, 0.9714, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.8200, 0.8621],
       device='cuda:2')","tensor(0.9479, device='cuda:2')","tensor(0.9443, device='cuda:2')"
22,1.229276,1.122962,0.396089,0.102352,0.000100,1.090852,0.988818,0.394687,0.098087,"tensor(0.9568, device='cuda:2')","tensor([1.0000, 0.9714, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.8600, 0.8621],
       device='cuda:2')","tensor(0.9520, device='cuda:2')","tensor(0.9479, device='cuda:2')"
23,1.199010,1.093741,0.387918,0.101389,0.000100,1.058289,0.956912,0.392466,0.097452,"tensor(0.9568, device='cuda:2')","tensor([1.0000, 0.9714, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.8600, 0.8621],
       device='cuda:2')","tensor(0.9520, device='cuda:2')","tensor(0.9479, device='cuda:2')"
24,1.170918,1.066279,0.379493,0.100843,0.000100,1.026587,0.925911,0.379554,0.096880,"tensor(0.9568, device='cuda:2')","tensor([1.0000, 0.9714, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.8600, 0.8621],
       device='cuda:2')","tensor(0.9520, device='cuda:2')","tensor(0.9479, device='cuda:2')"
25,1.143510,1.039702,0.374061,0.100066,0.000099,0.994185,0.894445,0.372361,0.096016,"tensor(0.9568, device='cuda:2')","tensor([1.0000, 0.9714, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.8600, 0.8621],
       device='cuda:2')","tensor(0.9520, device='cuda:2')","tensor(0.9479, device='cuda:2')"
26,1.117127,1.014276,0.364118,0.099210,0.000099,0.966845,0.867778,0.365863,0.095408,"tensor(0.9568, device='cuda:2')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.8800, 0.8621],
       device='cuda:2')","tensor(0.9521, device='cuda:2')","tensor(0.9481, device='cuda:2')"
27,1.092146,0.990022,0.357281,0.098550,0.000099,0.936651,0.838335,0.359042,0.094725,"tensor(0.9595, device='cuda:2')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.9000, 0.8621],
       device='cuda:2')","tensor(0.9564, device='cuda:2')","tensor(0.9545, device='cuda:2')"
28,1.068149,0.966901,0.352950,0.097718,0.000099,0.908372,0.811051,0.350558,0.093815,"tensor(0.9595, device='cuda:2')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.9000, 0.8621],
       device='cuda:2')","tensor(0.9564, device='cuda:2')","tensor(0.9545, device='cuda:2')"
