epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.256863,0.253241,0.036219,0.098372,0.043134,0.041082,0.020518,0.070061
1,0.146469,0.143423,0.030457,0.128295,0.034432,0.032467,0.019648,0.078323
2,0.135912,0.132942,0.029698,0.154386,0.030893,0.028999,0.018943,0.087423
3,0.134955,0.132050,0.029055,0.161736,0.030562,0.028745,0.018170,0.087975
4,0.135366,0.132529,0.028371,0.161273,0.029141,0.027377,0.017635,0.090520
5,0.135722,0.132904,0.028187,0.163333,0.028646,0.026855,0.017908,0.088748
6,0.130420,0.127588,0.028322,0.161313,0.029367,0.027597,0.017704,0.087521
7,0.130359,0.127554,0.028045,0.160554,0.028310,0.026533,0.017764,0.086685
8,0.128794,0.125997,0.027973,0.160609,0.029044,0.027301,0.017428,0.085996
9,0.131267,0.128472,0.027949,0.160462,0.030353,0.028623,0.017304,0.088723
10,0.129395,0.126593,0.028025,0.162812,0.028045,0.026344,0.017015,0.087515
11,0.133020,0.130224,0.027964,0.163264,0.028173,0.026486,0.016874,0.085498
12,0.130675,0.127895,0.027797,0.162815,0.027423,0.025738,0.016849,0.086082
13,0.133764,0.130995,0.027685,0.161978,0.027938,0.026262,0.016767,0.087375
14,0.132443,0.129648,0.027958,0.163253,0.029029,0.027314,0.017153,0.092505
15,0.132360,0.129545,0.028156,0.164583,0.029235,0.027523,0.017123,0.090742
