loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.424872,0.445644,0.424847,294.19 M Ops,25.71 M Ops,5.83 M Ops,1.1452 M,0.4211 %,49.95 uJ,0.522798,0.467208,0.596606
