loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
2.407524, 0.422353, 0.417116, 0.395746, 0.461553, 0.417116, 4421.06 M Ops, 261.98 M Ops, 67.93 M Ops, 4.5097 M, 0.4512 %, 548.28 uJ, 0.444444, 0.538462, 0.200000, 0.108108, 0.600000, 0.285714, 0.344828, 0.303030, 0.250000, 0.645161, 0.090909, 0.558824, 0.483871, 0.264706, 0.720930, 0.187500, 0.486486, 0.461538, 0.968750, 0.413793, 0.465116, 0.588235, 0.766667, 0.482759, 0.000000, 0.185185
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
2.480847, 0.395294, 0.393511, 0.362064, 0.463255, 0.393511, 4421.06 M Ops, 267.36 M Ops, 67.93 M Ops, 4.5097 M, 0.4535 %, 553.12 uJ, 0.333333, 0.653846, 0.120000, 0.081081, 0.600000, 0.285714, 0.241379, 0.303030, 0.250000, 0.677419, 0.030303, 0.588235, 0.354839, 0.176471, 0.674419, 0.125000, 0.351351, 0.576923, 1.000000, 0.551724, 0.418605, 0.441176, 0.800000, 0.448276, 0.000000, 0.148148
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
2.367901, 0.411765, 0.410958, 0.387956, 0.440550, 0.410958, 4421.06 M Ops, 248.05 M Ops, 67.93 M Ops, 4.5097 M, 0.4500 %, 535.74 uJ, 0.388889, 0.615385, 0.240000, 0.216216, 0.550000, 0.200000, 0.413793, 0.333333, 0.218750, 0.645161, 0.090909, 0.529412, 0.516129, 0.147059, 0.651163, 0.125000, 0.432432, 0.500000, 0.968750, 0.448276, 0.441860, 0.500000, 0.733333, 0.482759, 0.000000, 0.296296
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
2.358869, 0.423529, 0.420994, 0.400332, 0.466148, 0.420994, 4422.42 M Ops, 285.19 M Ops, 77.63 M Ops, 4.5097 M, 0.4974 %, 613.78 uJ, 0.361111, 0.576923, 0.200000, 0.108108, 0.650000, 0.314286, 0.379310, 0.303030, 0.250000, 0.709677, 0.090909, 0.558824, 0.387097, 0.235294, 0.697674, 0.250000, 0.405405, 0.576923, 0.968750, 0.482759, 0.465116, 0.441176, 0.900000, 0.448276, 0.000000, 0.185185
