loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.282075, 0.283401, 0.333524, 113.63 M Ops, 15.39 M Ops, 9.07 M Ops, 0.4321 M, 0.2409 %, 55.58 uJ
