epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.857510,0.682481,0.840489,0.166625,0.000003,0.576291,0.415790,0.880903,0.151691,0.415727,0.453249
1,0.768924,0.635324,0.894894,0.124651,0.000001,0.520196,0.395525,0.905506,0.115616,0.395429,0.438304
2,0.709055,0.606151,0.903335,0.093870,0.000002,0.487970,0.383868,0.908616,0.095015,0.383761,0.428908
3,0.675128,0.584243,0.900640,0.081879,0.000003,0.471065,0.375051,0.908257,0.086932,0.375622,0.421589
4,0.655355,0.567424,0.897435,0.078956,0.000003,0.465219,0.371549,0.907621,0.084594,0.371464,0.417761
5,0.641040,0.554041,0.894202,0.078057,0.000003,0.461314,0.367194,0.900273,0.085117,0.367424,0.413801
6,0.629179,0.542346,0.889895,0.077933,0.000003,0.459326,0.366311,0.897790,0.084037,0.366458,0.412272
7,0.617678,0.530702,0.884012,0.078136,0.000003,0.459978,0.366991,0.894986,0.084038,0.366895,0.411833
8,0.608204,0.520726,0.880915,0.078669,0.000004,0.462246,0.368638,0.889530,0.084713,0.367872,0.412328
9,0.599286,0.511684,0.877937,0.078822,0.000002,0.462360,0.367703,0.885914,0.085798,0.367642,0.411229
10,0.594091,0.506166,0.876176,0.079163,0.000003,0.461537,0.367498,0.885468,0.085184,0.367416,0.411306
11,0.592782,0.504799,0.875188,0.079231,0.000002,0.460854,0.367340,0.885956,0.084655,0.367306,0.411256
12,0.591193,0.503144,0.875241,0.079296,0.000003,0.462860,0.368853,0.884308,0.085163,0.368543,0.411646
13,0.590679,0.502604,0.874838,0.079326,0.000002,0.462082,0.367988,0.884250,0.085251,0.367860,0.411402
