loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.393718, 0.388873, 0.414806, 135.09 M Ops, 9.75 M Ops, 13.59 M Ops, 0.5278 M, 0.3308 %, 71.30 uJ
