epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.419464,2.198253,0.096134,0.191423,2.017488,2.365072,2.173625,0.108574,0.180590,"tensor(0.1676, device='cuda:2')","tensor([0.0000, 0.0000, 0.5455, 0.0000, 0.0000, 0.5000, 0.0500, 0.0000, 0.0000],
       device='cuda:2')","tensor(0.0698, device='cuda:2')","tensor(0.1573, device='cuda:2')"
1,2.356915,2.144851,0.089725,0.189556,1.353495,2.245639,2.057514,0.103820,0.177744,"tensor(0.4919, device='cuda:2')","tensor([0.1290, 0.1429, 0.9318, 0.2955, 0.4828, 1.0000, 0.9000, 0.0200, 0.1034],
       device='cuda:2')","tensor(0.3978, device='cuda:2')","tensor(0.6972, device='cuda:2')"
2,2.203315,1.995620,0.091424,0.185065,1.348732,2.028493,1.844136,0.115833,0.172774,"tensor(0.8486, device='cuda:2')","tensor([0.8387, 0.8571, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.3600, 0.5517],
       device='cuda:2')","tensor(0.8207, device='cuda:2')","tensor(0.8551, device='cuda:2')"
3,1.973334,1.769102,0.101310,0.180359,1.374248,1.726900,1.545814,0.122161,0.168869,"tensor(0.8892, device='cuda:2')","tensor([0.9355, 0.9429, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.4400, 0.7241],
       device='cuda:2')","tensor(0.8710, device='cuda:2')","tensor(0.8850, device='cuda:2')"
4,1.683276,1.482553,0.108002,0.175589,1.433370,1.355347,1.177100,0.128381,0.165410,"tensor(0.9135, device='cuda:2')","tensor([1.0000, 0.9429, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.5400, 0.8276],
       device='cuda:2')","tensor(0.9033, device='cuda:2')","tensor(0.9091, device='cuda:2')"
5,1.374118,1.174288,0.122420,0.172116,1.547230,0.999034,0.821251,0.145243,0.163259,"tensor(0.9486, device='cuda:2')","tensor([1.0000, 0.9714, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.7800, 0.8276],
       device='cuda:2')","tensor(0.9438, device='cuda:2')","tensor(0.9446, device='cuda:2')"
6,1.128512,0.932485,0.137232,0.166696,1.560752,0.749900,0.578594,0.148005,0.156506,"tensor(0.9703, device='cuda:2')","tensor([1.0000, 0.9714, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.9000, 0.8966],
       device='cuda:2')","tensor(0.9677, device='cuda:2')","tensor(0.9665, device='cuda:2')"
7,0.962115,0.773749,0.142828,0.158252,1.583150,0.583463,0.419729,0.151603,0.148573,"tensor(0.9784, device='cuda:2')","tensor([1.0000, 0.9714, 0.9773, 0.9545, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9777, device='cuda:2')","tensor(0.9766, device='cuda:2')"
8,0.852129,0.670533,0.149175,0.150634,1.604427,0.474580,0.317464,0.151265,0.141989,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9545, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9750, device='cuda:2')","tensor(0.9745, device='cuda:2')"
9,0.778479,0.604404,0.154006,0.142504,1.617106,0.417376,0.266142,0.160805,0.135154,"tensor(0.9784, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9655],
       device='cuda:2')","tensor(0.9783, device='cuda:2')","tensor(0.9773, device='cuda:2')"
10,0.732634,0.564004,0.155563,0.136099,1.697578,0.391991,0.244855,0.163186,0.130818,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9655],
       device='cuda:2')","tensor(0.9756, device='cuda:2')","tensor(0.9753, device='cuda:2')"
11,0.704115,0.539200,0.156835,0.131570,1.766123,0.353460,0.210546,0.170425,0.125872,"tensor(0.9703, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9318, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9696, device='cuda:2')","tensor(0.9693, device='cuda:2')"
12,0.686200,0.524350,0.155332,0.128423,1.789331,0.359072,0.219009,0.164295,0.123633,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.8966],
       device='cuda:2')","tensor(0.9739, device='cuda:2')","tensor(0.9738, device='cuda:2')"
13,0.674173,0.514639,0.153635,0.125329,1.884291,0.357819,0.219035,0.171876,0.121596,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9659, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9655],
       device='cuda:2')","tensor(0.9740, device='cuda:2')","tensor(0.9735, device='cuda:2')"
14,0.665748,0.507604,0.152907,0.122571,2.028259,0.345497,0.209056,0.166017,0.119840,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9719, device='cuda:2')","tensor(0.9719, device='cuda:2')"
15,0.659170,0.504305,0.143900,0.119713,2.076142,0.326002,0.192564,0.168728,0.116565,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9659, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9655],
       device='cuda:2')","tensor(0.9740, device='cuda:2')","tensor(0.9735, device='cuda:2')"
16,0.655641,0.501611,0.145402,0.117941,2.154893,0.319631,0.188903,0.163852,0.114343,"tensor(0.9811, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 1.0000],
       device='cuda:2')","tensor(0.9814, device='cuda:2')","tensor(0.9799, device='cuda:2')"
17,0.648961,0.497602,0.144515,0.115449,2.145877,0.330627,0.200914,0.169253,0.112788,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9429, 0.9659, 0.9545, 1.0000, 1.0000, 0.9750, 0.9800, 0.9655],
       device='cuda:2')","tensor(0.9740, device='cuda:2')","tensor(0.9727, device='cuda:2')"
18,0.644889,0.496616,0.140473,0.113059,2.116653,0.322166,0.194165,0.165007,0.111500,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9545, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9752, device='cuda:2')","tensor(0.9749, device='cuda:2')"
19,0.644492,0.496087,0.141586,0.112124,2.212252,0.331561,0.205321,0.166513,0.109588,"tensor(0.9676, device='cuda:2')","tensor([0.9677, 0.9429, 0.9886, 0.8864, 1.0000, 1.0000, 0.9750, 0.9800, 0.9655],
       device='cuda:2')","tensor(0.9647, device='cuda:2')","tensor(0.9632, device='cuda:2')"
20,0.651478,0.503135,0.139157,0.111652,2.277624,0.307427,0.179085,0.184156,0.109926,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9714, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.8966],
       device='cuda:2')","tensor(0.9734, device='cuda:2')","tensor(0.9724, device='cuda:2')"
21,0.653045,0.498039,0.151019,0.114554,2.535078,0.325536,0.197103,0.168461,0.111586,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9714, 0.9545, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9772, device='cuda:2')","tensor(0.9758, device='cuda:2')"
22,0.645517,0.494766,0.141407,0.111428,2.518237,0.328892,0.202911,0.164259,0.109556,"tensor(0.9784, device='cuda:2')","tensor([1.0000, 0.9429, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9655],
       device='cuda:2')","tensor(0.9800, device='cuda:2')","tensor(0.9791, device='cuda:2')"
23,0.641345,0.492819,0.131642,0.108970,2.639143,0.327607,0.204556,0.156492,0.107401,"tensor(0.9703, device='cuda:2')","tensor([1.0000, 0.9143, 0.9659, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9701, device='cuda:2')","tensor(0.9699, device='cuda:2')"
24,0.636023,0.490740,0.122429,0.106875,2.616579,0.307780,0.186444,0.153330,0.106003,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9719, device='cuda:2')","tensor(0.9719, device='cuda:2')"
25,0.632177,0.489476,0.115261,0.105359,2.581595,0.311672,0.191421,0.153046,0.104947,"tensor(0.9757, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9655],
       device='cuda:2')","tensor(0.9756, device='cuda:2')","tensor(0.9753, device='cuda:2')"
26,0.628721,0.488577,0.111844,0.103710,2.525030,0.320145,0.201003,0.152665,0.103876,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9659, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9655],
       device='cuda:2')","tensor(0.9740, device='cuda:2')","tensor(0.9735, device='cuda:2')"
27,0.626261,0.487817,0.110852,0.102949,2.440909,0.313523,0.194423,0.155613,0.103539,"tensor(0.9730, device='cuda:2')","tensor([1.0000, 0.9143, 0.9773, 0.9773, 1.0000, 1.0000, 0.9750, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9719, device='cuda:2')","tensor(0.9719, device='cuda:2')"
