head,data,variant,off_minus_full_mse,uniform_minus_full_mse,recent_minus_full_mse,memory_gate,memory_entropy,membrane_diversity,evidence_ratio
flatten,ETTh1,heterogeneous_retrieval,-0.017589585238122967,-0.001159232424560434,0.010669429396599575,0.51230521996816,0.900947113831838,0.12425527473290761,0.019433844834566116
flatten,ETTh1,homogeneous_retrieval,-0.00969365767596686,-0.000742673609218388,0.005076914216268065,0.5346046487490336,0.9838674863179525,0.0,0.01941535311440627
flatten,ETTh2,heterogeneous_retrieval,-0.02680899314977177,-0.006319331372441413,0.007987019735088086,0.4966490964094798,0.9449249704678854,0.2329536626736323,0.018389889349540074
flatten,ETTh2,homogeneous_retrieval,-0.006626509653394323,-6.636964687326923e-05,0.0020248100366469326,0.4877251883347829,0.9709075887997946,0.0,0.016208901070058346
last,ETTh1,heterogeneous_retrieval,0.010337473214317439,0.0015454153265762605,0.000713862428117551,0.5291220545768738,0.8917734026908875,0.3056822717189789,0.013674709014594555
last,ETTh1,homogeneous_retrieval,0.004638847706880833,-0.00012713519528928519,-0.0010697853476444585,0.5199794769287109,0.9993266463279724,0.0,0.013130280189216137
last,ETTh2,heterogeneous_retrieval,0.02389372707171633,0.0004589464648756536,0.0017570340598169754,0.548569917678833,0.8857436180114746,1.0364532470703125,0.013164062984287739
last,ETTh2,homogeneous_retrieval,0.00841276692297277,0.0001311409062318969,0.0024561660037809574,0.5102503895759583,0.9985864162445068,0.0,0.013330982066690922
