run_id,data,head,variant,heterogeneous,retrieval,seed,mse,mae,best_epoch,epochs,parameters,seconds,initial_parameter_sha256,log_path,memory_gate,memory_entropy,mean_lag_patches,membrane_diversity,evidence_ratio,spike_rate,persistence_mse,window_mean_mse,off_mse,off_minus_full_mse,uniform_mse,uniform_minus_full_mse,recent_mse,recent_minus_full_mse
ETTh1_p720_flatten_heterogeneous_no_memory_seed7,ETTh1,flatten,heterogeneous_no_memory,True,False,7,0.558825116964748,0.5452310089483168,3,7,972853,14.742236137390137,fd767497cbcea92ed4c35357301d3bcd8a6c0a6ed7bbae90f4de53034ef2149f,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.11673258990049362,0.0,0.019434922141954303,1.335120677905364,0.7005317012704549,,,,,,
ETTh1_p720_flatten_heterogeneous_no_memory_seed13,ETTh1,flatten,heterogeneous_no_memory,True,False,13,0.5792366894368968,0.5584943980663539,3,7,972853,13.001743793487549,978150fb0796a8a4be9a5204eedc8accfe3b740479c6dbcb2df5f6a9063cf63a,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.11571796983480453,0.0,0.018561330216471106,1.335120677905364,0.7005317012704549,,,,,,
ETTh1_p720_flatten_heterogeneous_no_memory_seed21,ETTh1,flatten,heterogeneous_no_memory,True,False,21,0.5446159789098376,0.538896955989003,4,8,972853,16.425410747528076,7a7e987e896bf3311b580b4cf00626c998e1e3a81fd5c00f62fafe70e5a9c7ba,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.12459330260753632,0.0,0.020547671476379037,1.335120677905364,0.7005317012704549,,,,,,
ETTh1_p720_flatten_heterogeneous_retrieval_seed7,ETTh1,flatten,heterogeneous_retrieval,True,True,7,0.5969519003282893,0.5638912262021443,4,8,972853,37.95306873321533,fd767497cbcea92ed4c35357301d3bcd8a6c0a6ed7bbae90f4de53034ef2149f,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_heterogeneous_retrieval,0.5176029205322266,0.8968474268913269,9.01413952166331,0.12394464761018753,0.019826209172606468,0.021314971265383065,1.335120677905364,0.7005317012704549,0.5730640857225977,-0.02388781460569156,0.5930952351385367,-0.003856665189752584,0.6013528860907229,0.00440098576243364
ETTh1_p720_flatten_heterogeneous_retrieval_seed13,ETTh1,flatten,heterogeneous_retrieval,True,True,13,0.5778536159837651,0.5558935357310268,4,8,972853,37.65301489830017,978150fb0796a8a4be9a5204eedc8accfe3b740479c6dbcb2df5f6a9063cf63a,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_heterogeneous_retrieval,0.5114110112190247,0.902248740196228,9.736379050067626,0.12139009684324265,0.01948588341474533,0.020441379165276885,1.335120677905364,0.7005317012704549,0.5589767577402428,-0.018876858243522254,0.575383006828686,-0.0024706091550790177,0.592556806806416,0.014703190822650924
ETTh1_p720_flatten_heterogeneous_retrieval_seed21,ETTh1,flatten,heterogeneous_retrieval,True,True,21,0.5473731317555219,0.540208168422808,4,8,972853,39.79247426986694,7a7e987e896bf3311b580b4cf00626c998e1e3a81fd5c00f62fafe70e5a9c7ba,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_heterogeneous_retrieval,0.5079017281532288,0.903745174407959,11.735741213604342,0.12743107974529266,0.01898944191634655,0.02065396460238844,1.335120677905364,0.7005317012704549,0.5373690488903669,-0.010004082865155084,0.5502227088266722,0.0028495770711503,0.5602772433602361,0.012904111604714164
ETTh1_p720_flatten_homogeneous_no_memory_seed7,ETTh1,flatten,homogeneous_no_memory,False,False,7,0.550437147627721,0.5441097376774422,9,10,972853,20.895761013031006,fd767497cbcea92ed4c35357301d3bcd8a6c0a6ed7bbae90f4de53034ef2149f,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.030957695096731186,1.335120677905364,0.7005317012704549,,,,,,
ETTh1_p720_flatten_homogeneous_no_memory_seed13,ETTh1,flatten,homogeneous_no_memory,False,False,13,0.5823512346007342,0.5626716922648861,8,10,972853,20.032006978988647,978150fb0796a8a4be9a5204eedc8accfe3b740479c6dbcb2df5f6a9063cf63a,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.03069196455180645,1.335120677905364,0.7005317012704549,,,,,,
ETTh1_p720_flatten_homogeneous_no_memory_seed21,ETTh1,flatten,homogeneous_no_memory,False,False,21,0.5624945769882177,0.5565218408365759,8,10,972853,19.01986861228943,7a7e987e896bf3311b580b4cf00626c998e1e3a81fd5c00f62fafe70e5a9c7ba,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.030864689499139786,1.335120677905364,0.7005317012704549,,,,,,
ETTh1_p720_flatten_homogeneous_retrieval_seed7,ETTh1,flatten,homogeneous_retrieval,False,True,7,0.616034159836076,0.574335680319942,7,10,972853,45.85838770866394,fd767497cbcea92ed4c35357301d3bcd8a6c0a6ed7bbae90f4de53034ef2149f,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_homogeneous_retrieval,0.5434442758560181,0.9848623871803284,10.816120353818405,0.0,0.019843459129333496,0.027264030650258064,1.335120677905364,0.7005317012704549,0.5960420125698682,-0.019992147266207794,0.6150296034908614,-0.001004556345214569,0.6255685212005754,0.009534361364499366
