loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.301990, 0.301779, 0.353542, 123.61 M Ops, 16.69 M Ops, 12.10 M Ops, 0.1501 M, 0.2957 %, 70.70 uJ
