epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.545055,0.545055,0.532776,0.929711,0.929711,0.677201
1,0.418058,0.418058,0.464660,0.872635,0.872635,0.657265
2,0.406092,0.406092,0.457702,0.839733,0.839733,0.641287
3,0.394723,0.394723,0.450350,0.818304,0.818304,0.633091
4,0.386163,0.386163,0.444944,0.794209,0.794209,0.620263
5,0.381750,0.381750,0.442051,0.790476,0.790476,0.619763
6,0.377084,0.377084,0.438679,0.790626,0.790626,0.617177
7,0.372747,0.372747,0.435869,0.781311,0.781311,0.612779
8,0.370590,0.370590,0.435285,0.780739,0.780739,0.611259
9,0.368551,0.368551,0.433972,0.782833,0.782833,0.611812
10,0.367037,0.367037,0.433027,0.793171,0.793171,0.614710
11,0.364838,0.364838,0.431473,0.787969,0.787969,0.612732
12,0.361889,0.361889,0.429749,0.782685,0.782685,0.610967
13,0.360988,0.360988,0.429158,0.778042,0.778042,0.608780
14,0.360105,0.360105,0.428520,0.774537,0.774537,0.607375
15,0.359166,0.359166,0.428179,0.777895,0.777895,0.607819
16,0.358308,0.358308,0.427530,0.780177,0.780177,0.608903
17,0.357432,0.357432,0.426987,0.782708,0.782708,0.608825
18,0.355829,0.355829,0.425783,0.780898,0.780898,0.608664
19,0.355230,0.355230,0.425521,0.784314,0.784314,0.610022
20,0.354857,0.354857,0.425400,0.783056,0.783056,0.609348
