epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.121924,0.121924,0.050078,0.050078,0.000000,0.000000
1,0.041471,0.041471,0.039932,0.039932,0.000000,0.000000
2,0.035575,0.035575,0.035482,0.035482,0.000000,0.000000
3,0.032530,0.032530,0.033413,0.033413,0.000000,0.000000
4,0.030774,0.030774,0.029965,0.029965,0.000000,0.000000
5,0.029459,0.029459,0.028763,0.028763,0.000000,0.000000
6,0.028487,0.028487,0.027131,0.027131,0.000000,0.000000
7,0.027835,0.027835,0.027430,0.027430,0.000000,0.000000
8,0.027230,0.027230,0.026440,0.026440,0.000000,0.000000
9,0.026564,0.026564,0.025755,0.025755,0.000000,0.000000
10,0.026114,0.026114,0.025202,0.025202,0.000000,0.000000
11,0.025865,0.025865,0.024929,0.024929,0.000000,0.000000
12,0.025584,0.025584,0.024405,0.024405,0.000000,0.000000
13,0.025153,0.025153,0.025176,0.025176,0.000000,0.000000
14,0.025031,0.025031,0.024346,0.024346,0.000000,0.000000
15,0.024804,0.024804,0.023178,0.023178,0.000000,0.000000
16,0.024656,0.024656,0.023842,0.023842,0.000000,0.000000
17,0.024553,0.024553,0.023800,0.023800,0.000000,0.000000
18,0.024331,0.024331,0.023101,0.023101,0.000000,0.000000
19,0.024250,0.024250,0.022725,0.022725,0.000000,0.000000
20,0.024331,0.024331,0.022819,0.022819,0.000000,0.000000
21,0.024165,0.024165,0.022647,0.022647,0.000000,0.000000
22,0.023938,0.023938,0.022567,0.022567,0.000000,0.000000
23,0.023923,0.023923,0.022172,0.022172,0.000000,0.000000
24,0.023838,0.023838,0.022405,0.022405,0.000000,0.000000
25,0.023786,0.023786,0.022128,0.022128,0.000000,0.000000
26,0.023746,0.023746,0.022134,0.022134,0.000000,0.000000
27,0.023630,0.023630,0.022410,0.022410,0.000000,0.000000
28,0.023677,0.023677,0.021985,0.021985,0.000000,0.000000
29,0.023567,0.023567,0.021880,0.021880,0.000000,0.000000
30,0.023518,0.023518,0.022095,0.022095,0.000000,0.000000
31,0.023620,0.023620,0.022343,0.022343,0.000000,0.000000
32,0.023443,0.023443,0.021688,0.021688,0.000000,0.000000
33,0.023528,0.023528,0.021958,0.021958,0.000000,0.000000
34,0.023362,0.023362,0.022672,0.022672,0.000000,0.000000
35,0.023317,0.023317,0.021579,0.021579,0.000000,0.000000
36,0.023485,0.023485,0.022195,0.022195,0.000000,0.000000
37,0.023274,0.023274,0.021345,0.021345,0.000000,0.000000
38,0.023201,0.023201,0.022474,0.022474,0.000000,0.000000
39,0.023178,0.023178,0.022193,0.022193,0.000000,0.000000
40,0.023290,0.023290,0.021580,0.021580,0.000000,0.000000
