shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.296023,0.241731,0.296611,159.29 M Ops,12.02 M Ops,40.23 M Ops,0.3299 M,0.4587 %,195.89 uJ,0.241731,0.296611,0.841612
