epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.370299,0.370299,1.000000,0.294953,0.294953,0.000000,0.000000,0.198328,0.295030
1,0.327104,0.327104,1.000000,0.282285,0.282285,0.000000,0.000000,0.188763,0.282260
2,0.319187,0.319187,1.000000,0.278941,0.278941,0.000000,0.000000,0.186523,0.278920
3,0.316140,0.316140,1.000000,0.276170,0.276170,0.000000,0.000000,0.183653,0.276188
4,0.314564,0.314564,1.000000,0.275325,0.275325,0.000000,0.000000,0.182716,0.275305
5,0.313441,0.313441,1.000000,0.273885,0.273885,0.000000,0.000000,0.181617,0.273909
6,0.312882,0.312882,1.000000,0.274009,0.274009,0.000000,0.000000,0.182015,0.274017
7,0.312233,0.312233,1.000000,0.273445,0.273445,0.000000,0.000000,0.181395,0.273397
8,0.311808,0.311808,1.000000,0.273748,0.273748,0.000000,0.000000,0.181649,0.273653
9,0.311472,0.311472,1.000000,0.273849,0.273849,0.000000,0.000000,0.182576,0.273846
10,0.311232,0.311232,1.000000,0.273921,0.273921,0.000000,0.000000,0.182849,0.273902
