epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,3.377348,3.276568,0.762080,0.093092,0.006825,3.353245,3.252483,0.798550,0.092777,"tensor(0.0471, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0500, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.1395, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0147, device='cuda:0')","tensor(0.0335, device='cuda:0')"
1,3.182864,3.101219,0.592953,0.075491,0.022490,3.311446,3.227718,0.573253,0.077996,"tensor(0.0435, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0073, device='cuda:0')","tensor(0.0048, device='cuda:0')"
2,3.081799,2.998277,0.457725,0.078611,0.033395,3.248369,3.174258,0.565975,0.068451,"tensor(0.0659, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.8000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0094, device='cuda:0')","tensor(0.0050, device='cuda:0')"
3,2.944924,2.865581,0.461166,0.074480,0.025215,3.158848,3.083733,0.506428,0.070051,"tensor(0.0800, device='cuda:0')","tensor([0.1389, 0.0000, 0.0000, 0.0000, 0.0500, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0233, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.9333, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0266, device='cuda:0')","tensor(0.1028, device='cuda:0')"
4,2.788319,2.709219,0.466723,0.074029,0.040381,3.089659,3.001516,0.494142,0.083201,"tensor(0.1494, device='cuda:0')","tensor([0.2500, 0.0000, 0.0000, 0.0000, 0.7750, 0.0000, 0.0345, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.5581, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0345, 0.0000, 0.0000, 0.9667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0629, device='cuda:0')","tensor(0.0758, device='cuda:0')"
5,2.624179,2.539774,0.446213,0.079636,0.030624,3.003847,2.924291,0.479516,0.074761,"tensor(0.1894, device='cuda:0')","tensor([0.4167, 0.0000, 0.0000, 0.0000, 0.9000, 0.0000, 0.0345, 0.0606, 0.0625,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.9070, 0.0000, 0.0000, 0.0000,
        0.9688, 0.2069, 0.0000, 0.0000, 0.9667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0862, device='cuda:0')","tensor(0.1326, device='cuda:0')"
6,2.447696,2.358928,0.473142,0.083873,0.016367,2.922289,2.839455,0.524169,0.077592,"tensor(0.2071, device='cuda:0')","tensor([0.4167, 0.0385, 0.0000, 0.0000, 0.8750, 0.0000, 0.0690, 0.2121, 0.0625,
        0.0000, 0.0000, 0.0294, 0.1290, 0.0000, 0.8140, 0.0000, 0.0000, 0.0769,
        0.9688, 0.3103, 0.0000, 0.0000, 1.0000, 0.0690, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.1202, device='cuda:0')","tensor(0.1791, device='cuda:0')"
7,2.261843,2.171215,0.493370,0.085532,0.016247,2.738226,2.652678,0.541307,0.080134,"tensor(0.2600, device='cuda:0')","tensor([0.7500, 0.1538, 0.0000, 0.0000, 0.6500, 0.0000, 0.1379, 0.3333, 0.0938,
        0.0000, 0.0000, 0.2353, 0.3548, 0.0000, 0.7442, 0.0000, 0.0000, 0.1154,
        1.0000, 0.6207, 0.0000, 0.0000, 0.9667, 0.4483, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.1707, device='cuda:0')","tensor(0.1693, device='cuda:0')"
8,2.077138,1.989668,0.525560,0.082114,0.010090,2.777284,2.682934,0.572991,0.088620,"tensor(0.2271, device='cuda:0')","tensor([0.3056, 0.2308, 0.0000, 0.0270, 0.3000, 0.0000, 0.1379, 0.2727, 0.0938,
        0.0323, 0.0000, 0.5882, 0.3871, 0.0000, 0.4884, 0.0312, 0.0000, 0.0769,
        1.0000, 0.6207, 0.0000, 0.0588, 0.8000, 0.4828, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.1649, device='cuda:0')","tensor(0.2774, device='cuda:0')"
9,1.914594,1.821011,0.557456,0.087697,0.031245,2.751162,2.646745,0.631781,0.098099,"tensor(0.2353, device='cuda:0')","tensor([0.2778, 0.1154, 0.0000, 0.1081, 0.4000, 0.0286, 0.1724, 0.1515, 0.0625,
        0.2581, 0.0000, 0.5588, 0.4516, 0.0000, 0.6047, 0.0312, 0.0000, 0.1538,
        1.0000, 0.5172, 0.0000, 0.0294, 0.8000, 0.3448, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.1836, device='cuda:0')","tensor(0.2754, device='cuda:0')"
10,1.783401,1.678905,0.596780,0.098210,0.031757,2.573387,2.464800,0.681414,0.101773,"tensor(0.3153, device='cuda:0')","tensor([0.5000, 0.5769, 0.0000, 0.0541, 0.4500, 0.0000, 0.3793, 0.2424, 0.2500,
        0.3871, 0.0000, 0.4412, 0.3548, 0.0294, 0.7907, 0.1250, 0.0000, 0.4231,
        1.0000, 0.5172, 0.0233, 0.2941, 0.9333, 0.4828, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.2519, device='cuda:0')","tensor(0.2694, device='cuda:0')"
11,1.625809,1.513921,0.630773,0.105362,0.021754,2.696135,2.581458,0.714470,0.107533,"tensor(0.2635, device='cuda:0')","tensor([0.3056, 0.3846, 0.0000, 0.0000, 0.5000, 0.0000, 0.6207, 0.5455, 0.0938,
        0.8065, 0.0000, 0.2941, 0.2581, 0.0588, 0.6047, 0.0000, 0.0000, 0.1538,
        0.9688, 0.1379, 0.0000, 0.0000, 0.8667, 0.2759, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.1937, device='cuda:0')","tensor(0.2449, device='cuda:0')"
12,1.469448,1.359608,0.652384,0.103103,0.021295,2.583347,2.475675,0.727990,0.100393,"tensor(0.2635, device='cuda:0')","tensor([0.1111, 0.1538, 0.0000, 0.1892, 0.4750, 0.0000, 0.7241, 0.9091, 0.1250,
        0.0645, 0.0000, 0.2647, 0.4194, 0.0588, 0.3721, 0.0000, 0.2973, 0.4615,
        0.9688, 0.2414, 0.0930, 0.2353, 0.5333, 0.1379, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.2235, device='cuda:0')","tensor(0.3265, device='cuda:0')"
13,1.287948,1.179879,0.666922,0.100679,0.072054,2.432664,2.316164,0.703656,0.109463,"tensor(0.3494, device='cuda:0')","tensor([0.3889, 0.5385, 0.0400, 0.0541, 0.4500, 0.1714, 0.5862, 0.2121, 0.1562,
        0.7097, 0.0303, 0.4412, 0.3548, 0.1765, 0.6512, 0.2500, 0.1081, 0.1538,
        0.9375, 0.7931, 0.0930, 0.5000, 0.9000, 0.4138, 0.0000, 0.0370],
       device='cuda:0')","tensor(0.3064, device='cuda:0')","tensor(0.4336, device='cuda:0')"
14,1.157941,1.043891,0.680425,0.106381,0.086388,2.286532,2.167092,0.720720,0.112233,"tensor(0.3906, device='cuda:0')","tensor([0.3611, 0.4615, 0.1200, 0.1892, 0.7000, 0.1429, 0.3103, 0.2727, 0.3750,
        0.3871, 0.0909, 0.3529, 0.4516, 0.4412, 0.6512, 0.7188, 0.1622, 0.3846,
        0.9375, 0.4828, 0.2326, 0.4412, 0.8667, 0.5172, 0.0000, 0.0370],
       device='cuda:0')","tensor(0.3824, device='cuda:0')","tensor(0.4729, device='cuda:0')"
15,1.051274,0.932584,0.652661,0.111849,0.031331,2.266809,2.145065,0.693062,0.114813,"tensor(0.3953, device='cuda:0')","tensor([0.2778, 0.6538, 0.1600, 0.1892, 0.4500, 0.2286, 0.4483, 0.4848, 0.1875,
        0.7097, 0.0303, 0.3824, 0.4516, 0.2647, 0.6512, 0.1562, 0.3243, 0.3077,
        0.9688, 0.7241, 0.3488, 0.6471, 0.8000, 0.3448, 0.0000, 0.0741],
       device='cuda:0')","tensor(0.3651, device='cuda:0')","tensor(0.4354, device='cuda:0')"
16,0.969053,0.847891,0.643694,0.114534,0.019173,2.222103,2.097370,0.690035,0.117833,"tensor(0.4282, device='cuda:0')","tensor([0.3611, 0.6154, 0.1600, 0.2973, 0.5000, 0.3143, 0.4828, 0.3030, 0.2500,
        0.8065, 0.0303, 0.4412, 0.4839, 0.3235, 0.6744, 0.2500, 0.4054, 0.3846,
        0.9688, 0.6897, 0.2791, 0.6471, 0.9000, 0.4483, 0.0000, 0.1111],
       device='cuda:0')","tensor(0.4072, device='cuda:0')","tensor(0.4602, device='cuda:0')"
17,0.909691,0.788321,0.638739,0.114804,0.017857,2.230165,2.105008,0.683425,0.118323,"tensor(0.4329, device='cuda:0')","tensor([0.3056, 0.5769, 0.3200, 0.3784, 0.4000, 0.2857, 0.5172, 0.2727, 0.2188,
        0.8065, 0.0303, 0.5294, 0.4516, 0.4412, 0.6512, 0.1875, 0.4054, 0.3462,
        0.9688, 0.7586, 0.4186, 0.5882, 0.8333, 0.4483, 0.0000, 0.1111],
       device='cuda:0')","tensor(0.4127, device='cuda:0')","tensor(0.4531, device='cuda:0')"
18,0.868631,0.750430,0.636309,0.111685,0.015277,2.238492,2.112262,0.691408,0.119316,"tensor(0.4129, device='cuda:0')","tensor([0.2778, 0.5000, 0.2400, 0.2973, 0.5500, 0.4000, 0.5517, 0.3030, 0.2188,
        0.8387, 0.0000, 0.2941, 0.4516, 0.2941, 0.6512, 0.3125, 0.4054, 0.2308,
        0.9688, 0.7241, 0.3023, 0.5000, 0.8000, 0.3448, 0.0625, 0.1852],
       device='cuda:0')","tensor(0.3956, device='cuda:0')","tensor(0.4537, device='cuda:0')"
19,0.844727,0.722495,0.632693,0.115735,0.017008,2.232236,2.100709,0.701135,0.124516,"tensor(0.4318, device='cuda:0')","tensor([0.2500, 0.5385, 0.2800, 0.4324, 0.3250, 0.3143, 0.5172, 0.3030, 0.2188,
        0.7419, 0.0303, 0.5588, 0.4839, 0.3824, 0.6744, 0.1250, 0.5135, 0.4231,
        0.9688, 0.7241, 0.3721, 0.5882, 0.8000, 0.4828, 0.0312, 0.1481],
       device='cuda:0')","tensor(0.4119, device='cuda:0')","tensor(0.4365, device='cuda:0')"
