epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.209269,0.209269,0.120905,0.120905,0.000000,0.000000
1,0.153651,0.153651,0.088487,0.088487,0.000000,0.000000
2,0.132451,0.132451,0.071729,0.071729,0.000000,0.000000
3,0.116245,0.116245,0.064944,0.064944,0.000000,0.000000
0,0.218792,0.218792,0.166331,0.166331,0.000000,0.000000
1,0.174147,0.174147,0.117848,0.117848,0.000000,0.000000
2,0.153195,0.153195,0.092027,0.092027,0.000000,0.000000
3,0.137073,0.137073,0.082911,0.082911,0.000000,0.000000
4,0.127542,0.127542,0.072499,0.072499,0.000000,0.000000
5,0.115337,0.115337,0.064462,0.064462,0.000000,0.000000
6,0.104369,0.104369,0.058877,0.058877,0.000000,0.000000
7,0.095539,0.095539,0.053245,0.053245,0.000000,0.000000
8,0.088595,0.088595,0.049476,0.049476,0.000000,0.000000
9,0.081235,0.081235,0.046710,0.046710,0.000000,0.000000
10,0.077099,0.077099,0.042838,0.042838,0.000000,0.000000
11,0.069924,0.069924,0.040313,0.040313,0.000000,0.000000
12,0.064806,0.064806,0.037935,0.037935,0.000000,0.000000
13,0.060628,0.060628,0.034719,0.034719,0.000000,0.000000
14,0.056287,0.056287,0.033135,0.033135,0.000000,0.000000
15,0.053128,0.053128,0.031830,0.031830,0.000000,0.000000
16,0.049333,0.049333,0.030650,0.030650,0.000000,0.000000
17,0.046378,0.046378,0.028824,0.028824,0.000000,0.000000
18,0.044145,0.044145,0.028430,0.028430,0.000000,0.000000
19,0.041616,0.041616,0.026746,0.026746,0.000000,0.000000
20,0.039204,0.039204,0.026281,0.026281,0.000000,0.000000
21,0.037479,0.037479,0.025355,0.025355,0.000000,0.000000
22,0.035680,0.035680,0.024499,0.024499,0.000000,0.000000
23,0.034102,0.034102,0.024261,0.024261,0.000000,0.000000
24,0.032354,0.032354,0.024196,0.024196,0.000000,0.000000
25,0.031135,0.031135,0.023449,0.023449,0.000000,0.000000
26,0.030070,0.030070,0.022727,0.022727,0.000000,0.000000
27,0.028768,0.028768,0.022474,0.022474,0.000000,0.000000
28,0.027367,0.027367,0.022728,0.022728,0.000000,0.000000
29,0.026357,0.026357,0.022431,0.022431,0.000000,0.000000
30,0.025515,0.025515,0.022092,0.022092,0.000000,0.000000
31,0.024681,0.024681,0.021286,0.021286,0.000000,0.000000
32,0.024698,0.024698,0.021042,0.021042,0.000000,0.000000
33,0.023657,0.023657,0.021507,0.021507,0.000000,0.000000
34,0.022611,0.022611,0.021113,0.021113,0.000000,0.000000
35,0.021843,0.021843,0.021151,0.021151,0.000000,0.000000
0,0.218791,0.218791,0.166331,0.166331,0.000000,0.000000
1,0.174163,0.174163,0.117873,0.117873,0.000000,0.000000
2,0.153244,0.153244,0.092062,0.092062,0.000000,0.000000
3,0.137110,0.137110,0.082876,0.082876,0.000000,0.000000
4,0.127585,0.127585,0.072576,0.072576,0.000000,0.000000
5,0.115319,0.115319,0.064580,0.064580,0.000000,0.000000
6,0.104432,0.104432,0.058840,0.058840,0.000000,0.000000
7,0.095579,0.095579,0.053288,0.053288,0.000000,0.000000
8,0.088646,0.088646,0.049340,0.049340,0.000000,0.000000
9,0.081252,0.081252,0.046658,0.046658,0.000000,0.000000
10,0.077106,0.077106,0.042613,0.042613,0.000000,0.000000
11,0.069809,0.069809,0.040229,0.040229,0.000000,0.000000
12,0.064755,0.064755,0.037877,0.037877,0.000000,0.000000
13,0.060505,0.060505,0.034639,0.034639,0.000000,0.000000
14,0.056242,0.056242,0.033111,0.033111,0.000000,0.000000
15,0.053126,0.053126,0.031763,0.031763,0.000000,0.000000
16,0.049325,0.049325,0.030660,0.030660,0.000000,0.000000
17,0.046423,0.046423,0.028857,0.028857,0.000000,0.000000
18,0.044141,0.044141,0.028326,0.028326,0.000000,0.000000
19,0.041641,0.041641,0.026620,0.026620,0.000000,0.000000
20,0.039195,0.039195,0.026215,0.026215,0.000000,0.000000
21,0.037421,0.037421,0.025283,0.025283,0.000000,0.000000
22,0.035645,0.035645,0.024581,0.024581,0.000000,0.000000
23,0.034072,0.034072,0.024249,0.024249,0.000000,0.000000
24,0.032347,0.032347,0.024183,0.024183,0.000000,0.000000
25,0.031114,0.031114,0.023323,0.023323,0.000000,0.000000
26,0.030043,0.030043,0.022678,0.022678,0.000000,0.000000
27,0.028680,0.028680,0.022361,0.022361,0.000000,0.000000
28,0.027217,0.027217,0.022667,0.022667,0.000000,0.000000
29,0.026132,0.026132,0.022414,0.022414,0.000000,0.000000
30,0.025330,0.025330,0.021828,0.021828,0.000000,0.000000
31,0.024518,0.024518,0.021283,0.021283,0.000000,0.000000
32,0.024426,0.024426,0.020859,0.020859,0.000000,0.000000
33,0.023457,0.023457,0.021109,0.021109,0.000000,0.000000
34,0.022531,0.022531,0.021039,0.021039,0.000000,0.000000
35,0.021772,0.021772,0.021014,0.021014,0.000000,0.000000
