loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.402737, 0.385224, 0.399093, 0.652441, 54.01 M Ops, 10.39 M Ops, 6.51 M Ops, 0.0671 M, 0.4032 %, 39.30 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.405951, 0.385936, 0.402727, 0.651799, 54.01 M Ops, 10.10 M Ops, 6.51 M Ops, 0.0671 M, 0.4040 %, 39.04 uJ
