epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.537246,0.537246,0.530012,0.868681,0.868681,0.651898
1,0.396696,0.396696,0.452030,0.790630,0.790630,0.621512
2,0.378208,0.378208,0.440386,0.758463,0.758463,0.604271
3,0.366245,0.366245,0.432007,0.746188,0.746188,0.598562
4,0.357310,0.357310,0.425624,0.737717,0.737717,0.589707
5,0.351765,0.351765,0.422059,0.730768,0.730768,0.588479
6,0.346457,0.346457,0.418525,0.733737,0.733737,0.588207
7,0.342292,0.342292,0.416299,0.729283,0.729283,0.586360
8,0.339888,0.339888,0.415053,0.731264,0.731264,0.586489
9,0.336531,0.336531,0.412931,0.745597,0.745597,0.592190
10,0.334828,0.334828,0.412074,0.764459,0.764459,0.598494
11,0.330645,0.330645,0.409272,0.758721,0.758721,0.595789
12,0.329164,0.329164,0.408393,0.763473,0.763473,0.597316
13,0.329046,0.329046,0.408407,0.752766,0.752766,0.593065
