loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.295264,0.239707,0.295820,157.94 M Ops,13.70 M Ops,5.83 M Ops,0.3342 M,0.3907 %,39.13 uJ,0.239707,0.295820,0.842938
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.295045,0.240792,0.295612,157.94 M Ops,13.90 M Ops,5.83 M Ops,0.3342 M,0.3877 %,39.32 uJ,0.240792,0.295612,0.842227
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.295101,0.240159,0.295674,157.94 M Ops,13.93 M Ops,5.83 M Ops,0.3342 M,0.3869 %,39.34 uJ,0.240159,0.295674,0.842642
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.295506,0.241584,0.296128,157.94 M Ops,13.77 M Ops,5.83 M Ops,0.3342 M,0.3912 %,39.20 uJ,0.241584,0.296128,0.841708
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.294502,0.239541,0.295039,157.94 M Ops,13.62 M Ops,5.83 M Ops,0.3342 M,0.3881 %,39.06 uJ,0.239541,0.295039,0.843047
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.294455,0.238873,0.295004,157.94 M Ops,14.40 M Ops,5.83 M Ops,0.3342 M,0.3946 %,39.77 uJ,0.238873,0.295004,0.843485
