epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.251995,0.219944,0.320517,0.127474,0.205143,0.165500,0.396433,0.019262
1,0.203141,0.178579,0.245620,0.148571,0.148617,0.120715,0.279017,0.104928
2,0.180376,0.159674,0.207012,0.160390,0.117382,0.097956,0.194258,0.152750
3,0.164179,0.145662,0.185163,0.166536,0.106578,0.088999,0.175785,0.158601
4,0.152938,0.136134,0.168038,0.172163,0.093815,0.077944,0.158712,0.161387
5,0.139409,0.124088,0.153207,0.177258,0.085058,0.070493,0.145650,0.164281
6,0.129057,0.114930,0.141274,0.180910,0.077993,0.064677,0.133163,0.168256
7,0.118448,0.105307,0.131409,0.183917,0.070805,0.058831,0.119735,0.171488
8,0.111809,0.099579,0.122292,0.187111,0.066477,0.055553,0.109243,0.175253
9,0.105265,0.093766,0.114988,0.190384,0.062761,0.052524,0.102362,0.176461
10,0.106017,0.095040,0.109776,0.192503,0.057560,0.047972,0.095885,0.179333
11,0.093355,0.082813,0.105424,0.194443,0.054842,0.045736,0.091057,0.179650
12,0.089884,0.079630,0.102540,0.195742,0.052323,0.043465,0.088587,0.179907
13,0.089018,0.078974,0.100447,0.196876,0.048377,0.039724,0.086526,0.181157
14,0.080226,0.070383,0.098431,0.198098,0.046310,0.037939,0.083709,0.182413
15,0.081840,0.072195,0.096452,0.199259,0.044954,0.036797,0.081572,0.183113
16,0.075952,0.066389,0.095633,0.200616,0.043562,0.035436,0.081255,0.183523
17,0.068452,0.058858,0.095935,0.201494,0.041545,0.033334,0.082111,0.185584
18,0.071061,0.061442,0.096186,0.202528,0.040911,0.032643,0.082676,0.185633
19,0.066880,0.057275,0.096048,0.202961,0.039421,0.031175,0.082461,0.185230
20,0.070691,0.061135,0.095559,0.203569,0.038148,0.030026,0.081220,0.188273
21,0.081206,0.071749,0.094569,0.204522,0.036873,0.029052,0.078207,0.188075
22,0.069748,0.060585,0.091625,0.207097,0.035724,0.028151,0.075723,0.189892
