epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.022713,0.014397,0.083154,0.130074,0.006900,0.002314,0.045867,0.117315
1,0.016479,0.010585,0.058936,0.139573,0.005900,0.001894,0.040057,0.116035
2,0.015981,0.010331,0.056500,0.139260,0.005440,0.001697,0.037422,0.117112
3,0.015743,0.010231,0.055116,0.139003,0.005161,0.001516,0.036446,0.115910
4,0.015613,0.010173,0.054396,0.136543,0.005054,0.001480,0.035744,0.113164
5,0.015457,0.010131,0.053260,0.135776,0.004960,0.001514,0.034459,0.112919
6,0.015441,0.010148,0.052933,0.135558,0.004967,0.001531,0.034363,0.113376
7,0.015437,0.010140,0.052974,0.136173,0.004926,0.001474,0.034526,0.113326
8,0.015387,0.010134,0.052528,0.135159,0.004952,0.001533,0.034188,0.112371
9,0.015355,0.010142,0.052133,0.134863,0.005134,0.001731,0.034025,0.109797
10,0.015316,0.010138,0.051776,0.133920,0.004917,0.001544,0.033731,0.110175
0,0.022713,0.014397,0.083154,0.130074,0.006900,0.002314,0.045867,0.117315
1,0.016479,0.010585,0.058936,0.139573,0.005900,0.001894,0.040057,0.116035
2,0.015981,0.010331,0.056500,0.139260,0.005440,0.001697,0.037422,0.117112
3,0.015743,0.010231,0.055116,0.139003,0.005161,0.001516,0.036446,0.115910
4,0.015613,0.010173,0.054396,0.136543,0.005054,0.001480,0.035744,0.113164
5,0.015457,0.010131,0.053260,0.135776,0.004960,0.001514,0.034459,0.112919
6,0.015441,0.010148,0.052933,0.135558,0.004967,0.001531,0.034363,0.113376
7,0.015437,0.010140,0.052974,0.136173,0.004926,0.001474,0.034526,0.113326
8,0.015387,0.010134,0.052528,0.135159,0.004952,0.001533,0.034188,0.112371
