epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.738774,0.543673,0.795606,0.187145,0.000003,1.314583,1.126803,0.738978,0.180391,1.104039,0.738205
1,0.618631,0.458520,0.857575,0.151535,0.000001,1.205590,1.055239,0.841576,0.141935,1.059607,0.713094
2,0.562103,0.430137,0.910329,0.122863,0.000001,1.171557,1.042616,0.885467,0.120086,1.045495,0.702567
3,0.537386,0.417703,0.929544,0.110388,0.000001,1.132809,1.014380,0.900960,0.109420,1.029922,0.693994
4,0.515252,0.401526,0.935719,0.104368,0.000002,1.131264,1.019130,0.907309,0.103061,1.023943,0.689032
5,0.503748,0.393210,0.936782,0.101170,0.000001,1.159197,1.047112,0.904512,0.103040,1.033280,0.690809
6,0.492233,0.383756,0.934869,0.099128,0.000001,1.132970,1.023881,0.902268,0.100066,1.034060,0.689986
7,0.483470,0.376050,0.933091,0.098089,0.000001,1.196185,1.088215,0.898735,0.098982,1.054542,0.695547
8,0.477906,0.370795,0.930911,0.097802,0.000001,1.182021,1.076805,0.899459,0.096221,1.049413,0.694270
9,0.477362,0.370247,0.930786,0.097807,0.000001,1.141363,1.036488,0.901704,0.095858,1.050883,0.694656
10,0.475151,0.367991,0.930743,0.097852,0.000001,1.148011,1.042523,0.900619,0.096482,1.047229,0.694115
