epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.535197,0.331633,0.728902,0.196275,0.000001,0.609693,0.441629,0.806226,0.160002,0.441579,0.448673
1,0.420824,0.269270,0.858669,0.142967,0.000001,0.533509,0.395718,0.842487,0.129367,0.395871,0.422291
2,0.382108,0.251035,0.870562,0.122368,0.000001,0.502344,0.379088,0.835925,0.114896,0.378853,0.411319
3,0.363153,0.242116,0.859877,0.112438,0.000001,0.486872,0.370750,0.820071,0.107922,0.370789,0.406317
4,0.351336,0.236028,0.847348,0.106835,0.000001,0.480200,0.368070,0.804257,0.104088,0.368043,0.404940
5,0.343328,0.231392,0.834888,0.103587,0.000001,0.475870,0.365614,0.793438,0.102321,0.365657,0.403766
6,0.337400,0.227161,0.824919,0.101990,0.000001,0.474501,0.365816,0.782563,0.100860,0.365931,0.404626
7,0.333481,0.223685,0.815956,0.101636,0.000001,0.472283,0.363882,0.773421,0.100666,0.363925,0.403369
8,0.330162,0.220368,0.808848,0.101706,0.000001,0.477297,0.367866,0.766899,0.101761,0.367980,0.406263
9,0.327484,0.217419,0.802742,0.102037,0.000001,0.476144,0.365848,0.760304,0.102693,0.365731,0.404822
10,0.325241,0.214555,0.798087,0.102705,0.000001,0.479902,0.369475,0.753144,0.102895,0.369380,0.407943
11,0.323375,0.212121,0.794763,0.103306,0.000001,0.479083,0.368109,0.753448,0.103439,0.368167,0.407009
12,0.322960,0.211805,0.795030,0.103205,0.000001,0.479100,0.368491,0.754056,0.103069,0.368234,0.407069
13,0.322640,0.211428,0.795141,0.103261,0.000001,0.479102,0.368474,0.753609,0.103092,0.368459,0.407226
14,0.322460,0.211243,0.794735,0.103269,0.000001,0.479412,0.368889,0.753869,0.102985,0.368514,0.407140
