loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.560494, 0.266160, 0.265967, 0.256480, 0.265178, 0.265967, 2068.26 M Ops, 214.61 M Ops, 316.74 M Ops, 0.2792 M, 0.4156 %, 1650.13 uJ, 0.454545, 0.212121, 0.181818, 0.215385
