loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.430117,0.407932,0.428973,276.56 M Ops,21.52 M Ops,5.55 M Ops,1.1368 M,0.3712 %,44.89 uJ,0.555202,0.521400,0.739385
