snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.394117,0.384592,0.394708,326.95 M Ops,2.70 M Ops,309.66 M Ops,0.2222 M,0.6903 %,1426.86 uJ,0.384592,0.394708,0.653011
