epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,1.048874,0.857366,0.899053,0.182517,0.000002,0.860061,0.676051,0.938485,0.174625,0.676158,0.587046
1,0.951250,0.798617,0.924167,0.143391,0.000001,0.802750,0.656413,0.937591,0.136961,0.656049,0.572281
2,0.888858,0.765257,0.930337,0.114298,0.000001,0.767941,0.646405,0.934562,0.112190,0.647104,0.563751
3,0.852850,0.742529,0.930939,0.101011,0.000001,0.763228,0.649584,0.928647,0.104358,0.649838,0.561784
4,0.830523,0.725251,0.929786,0.095974,0.000002,0.765547,0.655770,0.928113,0.100496,0.655683,0.562347
5,0.813562,0.710602,0.926782,0.093692,0.000002,0.765940,0.657914,0.922739,0.098798,0.657232,0.561648
6,0.797595,0.695603,0.922853,0.092763,0.000002,0.765756,0.658648,0.916125,0.097948,0.658894,0.561540
7,0.789172,0.687467,0.920171,0.092504,0.000001,0.766437,0.659225,0.915352,0.098058,0.659032,0.561686
8,0.787242,0.685542,0.920076,0.092499,0.000002,0.764663,0.657879,0.915282,0.097632,0.658186,0.561543
9,0.785846,0.684232,0.919639,0.092417,0.000001,0.765817,0.658924,0.913892,0.097754,0.659070,0.561543
