epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.546519,0.546519,0.470934,0.284211,0.284211,0.386388
1,0.416406,0.416406,0.394034,0.255411,0.255411,0.363159
2,0.396411,0.396411,0.382313,0.276093,0.276093,0.378953
3,0.385528,0.385528,0.376530,0.281089,0.281089,0.382157
4,0.377692,0.377692,0.373552,0.259196,0.259196,0.365377
5,0.369882,0.369882,0.370789,0.250935,0.250935,0.357824
6,0.367325,0.367325,0.369088,0.261614,0.261614,0.367628
7,0.364612,0.364612,0.367802,0.256084,0.256084,0.362536
8,0.362750,0.362750,0.366529,0.256322,0.256322,0.361048
9,0.359002,0.359002,0.365288,0.251214,0.251214,0.357300
10,0.358447,0.358447,0.365965,0.253414,0.253414,0.359586
11,0.357848,0.357848,0.364940,0.260888,0.260888,0.365111
