loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.386994, 0.374703, 0.400532, 0.760467, 99.28 M Ops, 15.45 M Ops, 6.52 M Ops, 0.2249 M, 0.3920 %, 43.90 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.381271, 0.368512, 0.395873, 0.764424, 102.86 M Ops, 16.91 M Ops, 7.27 M Ops, 0.2250 M, 0.4153 %, 48.68 uJ
