loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.223861, 0.972973, 0.972606, 0.970689, 0.969784, 0.972606, 2966.03 M Ops, 351.69 M Ops, 55.01 M Ops, 13.6225 M, 0.2750 %, 569.59 uJ, 0.967742, 0.914286, 0.988636, 0.977273, 1.000000, 1.000000, 1.000000, 0.940000, 0.965517
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.226523, 0.983784, 0.985419, 0.982722, 0.980996, 0.985419, 2966.10 M Ops, 357.34 M Ops, 55.06 M Ops, 13.6240 M, 0.2808 %, 574.86 uJ, 1.000000, 0.942857, 0.988636, 0.977273, 1.000000, 1.000000, 1.000000, 0.960000, 1.000000
