shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
True,100,0.425536,0.446342,0.425499,294.19 M Ops,25.55 M Ops,5.83 M Ops,1.1452 M,0.4208 %,49.80 uJ,0.524407,0.468661,0.595973
shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
True,100,0.427458,0.450413,0.427422,294.19 M Ops,25.13 M Ops,5.83 M Ops,1.1452 M,0.4196 %,49.42 uJ,0.530251,0.471060,0.592288
shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
True,100,0.463457,0.507699,0.463400,294.19 M Ops,25.42 M Ops,5.83 M Ops,1.1452 M,0.4192 %,49.69 uJ,0.578083,0.500836,0.540434
