epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.774031,0.591520,0.758796,0.174923,0.000002,1.471365,1.307431,0.733365,0.156600,1.306674,0.804082
1,0.664767,0.513276,0.853772,0.142953,0.000001,1.371303,1.234793,0.842876,0.128082,1.234665,0.773603
2,0.616344,0.490734,0.903131,0.116579,0.000001,1.326713,1.207055,0.875306,0.110905,1.207345,0.759934
3,0.587890,0.477232,0.917154,0.101487,0.000001,1.303912,1.195095,0.883146,0.099986,1.194364,0.752316
4,0.570048,0.467992,0.919508,0.092861,0.000001,1.286015,1.183973,0.883382,0.093208,1.184553,0.747053
5,0.558326,0.461350,0.916879,0.087808,0.000001,1.276855,1.179725,0.880110,0.088329,1.179942,0.743906
6,0.548999,0.455392,0.911195,0.084494,0.000001,1.271784,1.177460,0.872667,0.085597,1.176990,0.741706
7,0.541855,0.450411,0.904745,0.082397,0.000001,1.270410,1.178525,0.864131,0.083243,1.179010,0.741571
8,0.535458,0.445399,0.897881,0.081080,0.000001,1.270329,1.179720,0.856605,0.082043,1.180123,0.741793
9,0.529944,0.440745,0.891678,0.080282,0.000001,1.277601,1.188551,0.849972,0.080550,1.188570,0.743945
10,0.524751,0.435981,0.886608,0.079904,0.000001,1.283973,1.194974,0.841564,0.080583,1.195020,0.745249
11,0.521749,0.433098,0.883446,0.079817,0.000001,1.285209,1.196068,0.840325,0.080738,1.196099,0.745408
12,0.521168,0.432570,0.882739,0.079771,0.000001,1.284747,1.195773,0.840078,0.080574,1.196447,0.745658
13,0.520824,0.432222,0.882356,0.079778,0.000001,1.285848,1.196673,0.839079,0.080785,1.196743,0.745677
