epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.554831,0.554831,1.000000,0.539540,0.539540,0.000000,0.000000,0.615527,0.539528
1,0.546390,0.546390,1.000000,0.535947,0.535947,0.000000,0.000000,0.605916,0.535971
2,0.542455,0.542455,1.000000,0.544231,0.544231,0.000000,0.000000,0.633216,0.544150
3,0.537807,0.537807,1.000000,0.539391,0.539391,0.000000,0.000000,0.622376,0.539277
