loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.397343, 0.393007, 0.421150, 199.28 M Ops, 32.87 M Ops, 10.66 M Ops, 0.5775 M, 0.3401 %, 78.63 uJ
