epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.714228,0.714228,0.575945,0.360102,0.360102,0.444437
1,0.487881,0.487881,0.452617,0.346298,0.346298,0.435298
2,0.482832,0.482832,0.446409,0.327315,0.327315,0.421606
3,0.479981,0.479981,0.443242,0.348220,0.348220,0.434813
4,0.479705,0.479705,0.441933,0.308927,0.308927,0.408582
5,0.481924,0.481924,0.443283,0.332871,0.332871,0.425676
6,0.480905,0.480905,0.440932,0.322016,0.322016,0.419031
7,0.478849,0.478849,0.439141,0.326223,0.326223,0.421391
