loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.388175,0.377296,0.388598,16.58 M Ops,3.37 M Ops,1.55 M Ops,0.0394 M,0.4128 %,10.16 uJ,0.377296,0.388598,0.659593
