loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.231627, 0.232159, 0.299464, 314.94 M Ops, 23.15 M Ops, 27.03 M Ops, 0.4800 M, 0.3360 %, 145.16 uJ
