epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.535112,0.377438,0.755877,0.150116,0.000001,0.293479,0.169132,0.858045,0.115767,0.168496,0.282999
1,0.404248,0.296883,0.825145,0.099114,0.000003,0.266946,0.164128,0.850531,0.094313,0.164357,0.277908
2,0.372326,0.276197,0.809409,0.088035,0.000004,0.260108,0.162617,0.831239,0.089178,0.163129,0.276783
3,0.355224,0.261927,0.790946,0.085387,0.000004,0.260811,0.163273,0.812300,0.089415,0.163447,0.276443
4,0.343375,0.250398,0.777052,0.085206,0.000003,0.263147,0.165095,0.801752,0.090034,0.165590,0.278174
5,0.334787,0.240888,0.767319,0.086226,0.000003,0.265309,0.167667,0.793263,0.089709,0.166934,0.278864
6,0.329766,0.235194,0.762802,0.086944,0.000002,0.267162,0.168104,0.790534,0.091153,0.165866,0.278433
7,0.328633,0.233947,0.761783,0.087069,0.000002,0.264292,0.166421,0.790924,0.089962,0.166210,0.278535
8,0.328877,0.233996,0.760709,0.087275,0.000002,0.266665,0.166027,0.787093,0.092767,0.166125,0.278795
9,0.327462,0.232468,0.760178,0.087392,0.000002,0.264057,0.166152,0.794106,0.089964,0.166604,0.279005
