epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.478413,0.478413,1.000000,0.657260,0.657260,0.000000,0.000000,1.005865,0.657261
1,0.465535,0.465535,1.000000,0.655413,0.655413,0.000000,0.000000,0.998443,0.655377
2,0.461856,0.461856,1.000000,0.654444,0.654444,0.000000,0.000000,0.995463,0.654479
3,0.459699,0.459699,1.000000,0.652810,0.652810,0.000000,0.000000,0.991688,0.652881
4,0.458439,0.458439,1.000000,0.653621,0.653621,0.000000,0.000000,0.992341,0.653610
5,0.457511,0.457511,1.000000,0.652375,0.652375,0.000000,0.000000,0.991263,0.652399
6,0.456796,0.456796,1.000000,0.652434,0.652434,0.000000,0.000000,0.988168,0.652428
7,0.456056,0.456056,1.000000,0.651823,0.651823,0.000000,0.000000,0.987441,0.651942
8,0.455422,0.455422,1.000000,0.652034,0.652034,0.000000,0.000000,0.987130,0.652088
9,0.455045,0.455045,1.000000,0.654061,0.654061,0.000000,0.000000,0.988600,0.654057
10,0.454408,0.454408,1.000000,0.654672,0.654672,0.000000,0.000000,0.989085,0.654669
