epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.532212,0.331083,0.744140,0.193687,0.000001,0.603525,0.442184,0.834399,0.152997,0.442139,0.449299
1,0.414398,0.270226,0.872309,0.135449,0.000001,0.525297,0.397451,0.846940,0.119377,0.397591,0.423165
2,0.374309,0.251866,0.864046,0.113802,0.000002,0.496139,0.380121,0.822823,0.107790,0.379873,0.412307
3,0.357713,0.241882,0.842183,0.107409,0.000003,0.482994,0.371351,0.800247,0.103641,0.371385,0.407248
4,0.348849,0.235070,0.825573,0.105524,0.000002,0.480737,0.368910,0.781087,0.104016,0.368898,0.406523
5,0.343614,0.230098,0.812184,0.105394,0.000003,0.478437,0.366372,0.768818,0.104377,0.366434,0.405570
6,0.339893,0.225763,0.802149,0.106108,0.000003,0.478924,0.367671,0.763315,0.103620,0.367772,0.407375
7,0.337365,0.222097,0.795014,0.107318,0.000003,0.480787,0.366668,0.755262,0.106566,0.366702,0.406773
8,0.334830,0.218590,0.789814,0.108342,0.000003,0.481185,0.368412,0.754854,0.105225,0.368507,0.407535
9,0.332710,0.216015,0.787652,0.108819,0.000002,0.481785,0.367555,0.750602,0.106724,0.367414,0.407033
10,0.332442,0.215621,0.787099,0.108950,0.000002,0.482327,0.367740,0.750078,0.107086,0.367671,0.407275
11,0.332162,0.215258,0.787085,0.109033,0.000002,0.482779,0.368138,0.749671,0.107144,0.368173,0.407665
12,0.332160,0.215025,0.786675,0.109268,0.000002,0.482775,0.368398,0.749882,0.106879,0.368145,0.407590
