epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.430466,0.430466,1.000000,0.500975,0.500975,0.000000,0.000000,0.573355,0.501136
1,0.407396,0.407396,1.000000,0.490009,0.490009,0.000000,0.000000,0.556586,0.490196
2,0.398796,0.398796,1.000000,0.485042,0.485042,0.000000,0.000000,0.546107,0.484788
3,0.393023,0.393023,1.000000,0.482678,0.482678,0.000000,0.000000,0.540888,0.482627
4,0.388634,0.388634,1.000000,0.477619,0.477619,0.000000,0.000000,0.537268,0.477684
5,0.385839,0.385839,1.000000,0.478503,0.478503,0.000000,0.000000,0.535241,0.478459
6,0.383808,0.383808,1.000000,0.475894,0.475894,0.000000,0.000000,0.533583,0.475820
7,0.382437,0.382437,1.000000,0.475794,0.475794,0.000000,0.000000,0.531400,0.475853
8,0.381322,0.381322,1.000000,0.475840,0.475840,0.000000,0.000000,0.530486,0.475902
9,0.380250,0.380250,1.000000,0.472535,0.472535,0.000000,0.000000,0.528527,0.472568
10,0.379485,0.379485,1.000000,0.475878,0.475878,0.000000,0.000000,0.531035,0.475814
11,0.378647,0.378647,1.000000,0.477124,0.477124,0.000000,0.000000,0.530502,0.477334
