shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.371925,0.364710,0.372996,159.29 M Ops,15.64 M Ops,40.23 M Ops,0.3299 M,0.4853 %,199.15 uJ,0.364710,0.372996,0.669515
