loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.428613, 0.418709, 0.435374, 0.732500, 109.08 M Ops, 9.29 M Ops, 3.67 M Ops, 0.5457 M, 0.2450 %, 25.25 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.425236, 0.414738, 0.433665, 0.735037, 109.08 M Ops, 9.42 M Ops, 3.67 M Ops, 0.5457 M, 0.2464 %, 25.38 uJ
