loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.384983, 0.361783, 0.389691, 84.47 M Ops, 10.74 M Ops, 6.10 M Ops, 0.1538 M, 0.4096 %, 37.74 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.374842, 0.354378, 0.385411, 58.04 M Ops, 8.03 M Ops, 4.85 M Ops, 0.1469 M, 0.3016 %, 29.52 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.383507, 0.362973, 0.392160, 49.55 M Ops, 3.62 M Ops, 4.58 M Ops, 0.1393 M, 0.4374 %, 24.32 uJ
