loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.378558, 0.373612, 0.403417, 99.19 M Ops, 15.87 M Ops, 6.51 M Ops, 0.2246 M, 0.3829 %, 44.23 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.400906, 0.395924, 0.434064, 27.30 M Ops, 3.76 M Ops, 7.39 M Ops, 0.2243 M, 0.4305 %, 37.39 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.400906, 0.395924, 0.434064, 27.30 M Ops, 3.76 M Ops, 7.39 M Ops, 0.2243 M, 0.4305 %, 37.39 uJ
